POS,Player,Ov,Runs,Wkts,Maid,Dots,SR,Against,Venue,Match Date,Year
91,Dhawal Kulkarni,4.0,20,0,0,12,0.0,PWI,DY Patil Stadium,2011-05-04,2011
92,RP Singh,4.0,21,2,0,12,12.0,DEC,Jawaharlal Nehru Stadium,2011-04-27,2011
93,Dwayne Bravo,4.0,21,0,0,12,0.0,RCB,M. Chinnaswamy Stadium,2011-05-22,2011
94,Lasith Malinga,3.2,18,2,1,12,10.0,DC,Wankhede Stadium,2011-05-07,2011
95,Doug Bollinger,4.0,22,3,0,12,8.0,RR,Sawai Mansingh Stadium,2011-05-09,2011
96,Johan Botha,4.0,23,1,0,12,24.0,CSK,Sawai Mansingh Stadium,2011-05-09,2011
97,Johan Botha,4.0,23,1,0,12,24.0,PWI,Sawai Mansingh Stadium,2011-05-01,2011
98,Ishant Sharma,4.0,23,0,0,12,0.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,2011-04-16,2011
99,Iqbal Abdulla,4.0,24,3,0,12,8.0,DEC,Eden Gardens,2011-04-11,2011
100,Harbhajan Singh,4.0,24,2,0,12,12.0,DC,Wankhede Stadium,2011-05-07,2011
101,Yusuf Pathan,4.0,24,1,0,12,24.0,PBKS,Eden Gardens,2011-04-30,2011
102,Dale Steyn,4.0,24,0,0,12,0.0,DC,Arun Jaitley Stadium,2011-04-19,2011
103,Jaydev Unadkat,4.0,25,2,0,12,12.0,KTK,Jawaharlal Nehru Stadium,2011-05-05,2011
104,Iqbal Abdulla,4.0,26,1,0,12,24.0,MI,Eden Gardens,2011-05-22,2011
105,Shalabh Srivastava,3.0,20,2,0,12,9.0,PWI,IS Bindra Stadium,2011-05-08,2011
106,Zaheer Khan,4.0,27,1,0,12,24.0,DC,Arun Jaitley Stadium,2011-04-26,2011
107,Irfan Pathan,4.0,28,3,0,12,8.0,PBKS,HPCA Stadium,2011-05-15,2011
108,Amit Mishra,4.0,28,2,0,12,12.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,2011-04-16,2011
109,Lasith Malinga,4.0,28,2,0,12,12.0,PWI,Wankhede Stadium,2011-04-20,2011
110,Irfan Pathan,4.0,28,1,0,12,24.0,DEC,Arun Jaitley Stadium,2011-04-19,2011
111,Vinay Kumar,3.4,26,1,0,12,22.0,RCB,Jawaharlal Nehru Stadium,2011-04-09,2011
112,Yuvraj Singh,4.0,29,4,0,12,6.0,DC,DY Patil Stadium,2011-04-17,2011
113,Doug Bollinger,4.0,30,2,0,12,12.0,MI,Wankhede Stadium,2011-04-22,2011
114,Dale Steyn,4.0,30,0,0,12,0.0,PWI,Rajiv Gandhi Intl. Cricket Stadium,2011-05-10,2011
115,Amit Mishra,3.2,26,1,0,12,20.0,PWI,Rajiv Gandhi Intl. Cricket Stadium,2011-05-10,2011
116,Irfan Pathan,3.0,26,1,1,12,18.0,PBKS,Arun Jaitley Stadium,2011-04-23,2011
117,Praveen Kumar,4.0,37,2,1,12,12.0,CSK,IS Bindra Stadium,2011-04-13,2011
118,Praveen Kumar,4.0,37,0,0,12,0.0,RCB,M. Chinnaswamy Stadium,2011-05-06,2011
119,Amit Mishra,4.0,12,1,0,11,24.0,KTK,Jawaharlal Nehru Stadium,2011-04-27,2011
120,Jesse Ryder,3.0,9,1,1,11,18.0,PBKS,DY Patil Stadium,2011-04-10,2011
121,Shane Warne,4.0,16,3,0,11,8.0,KTK,Sawai Mansingh Stadium,2011-04-24,2011
122,Irfan Pathan,4.0,16,1,0,11,24.0,KKR,Arun Jaitley Stadium,2011-04-28,2011
123,Iqbal Abdulla,3.0,12,1,0,11,18.0,PWI,DY Patil Stadium,2011-05-19,2011
124,Suresh Raina,4.0,16,0,0,11,0.0,DC,Chidambaram,2011-05-12,2011
125,Dan Christian,3.0,12,0,0,11,0.0,KTK,Jawaharlal Nehru Stadium,2011-04-27,2011
126,Daniel Vettori,4.0,17,1,0,11,24.0,KTK,Jawaharlal Nehru Stadium,2011-04-09,2011
127,Dale Steyn,3.0,13,1,0,11,18.0,PBKS,HPCA Stadium,2011-05-21,2011
128,Daniel Vettori,4.0,18,0,0,11,0.0,MI,M. Chinnaswamy Stadium,2011-04-12,2011
129,Harbhajan Singh,3.0,14,2,0,11,9.0,DC,Arun Jaitley Stadium,2011-04-10,2011
130,Siddharth Trivedi,4.0,19,3,0,11,8.0,KTK,Sawai Mansingh Stadium,2011-04-24,2011
131,Amit Mishra,4.0,19,2,0,11,12.0,KKR,Eden Gardens,2011-04-11,2011
132,Doug Bollinger,4.0,20,1,0,11,24.0,RCB,Wankhede Stadium,2011-05-24,2011
133,Varun Aaron,4.0,20,1,0,11,24.0,CSK,Chidambaram,2011-05-12,2011
134,Shrikant Wagh,3.0,16,3,0,11,6.0,PBKS,DY Patil Stadium,2011-04-10,2011
135,Shaun Tait,4.0,22,3,1,11,8.0,PBKS,IS Bindra Stadium,2011-04-21,2011
136,Praveen Kumar,4.0,22,2,0,11,12.0,RR,IS Bindra Stadium,2011-04-21,2011
137,Bhargav Bhatt,4.0,22,2,0,11,12.0,KKR,Eden Gardens,2011-04-30,2011
138,Morne Morkel,4.0,22,1,0,11,24.0,PBKS,HPCA Stadium,2011-05-15,2011
139,Bipul Sharma,4.0,22,1,0,11,24.0,MI,Wankhede Stadium,2011-05-02,2011
140,P Parameswaran,3.3,20,2,0,11,10.5,RR,Holkar Cricket Stadium,2011-05-15,2011
141,Alfonso Thomas,4.0,23,2,0,11,12.0,RCB,M. Chinnaswamy Stadium,2011-04-29,2011
142,JP Duminy,4.0,23,1,0,11,24.0,PBKS,HPCA Stadium,2011-05-21,2011
143,Ravichandran Ashwin,4.0,23,1,0,11,24.0,RCB,Chidambaram,2011-04-16,2011
144,Suraj Randiv,4.0,23,0,0,11,0.0,PWI,Chidambaram,2011-04-25,2011
145,Albie Morkel,4.0,24,2,0,11,12.0,RR,Chidambaram,2011-05-04,2011
146,Dale Steyn,4.0,24,2,0,11,12.0,DC,Rajiv Gandhi Intl. Cricket Stadium,2011-05-05,2011
147,Piyush Chawla,4.0,24,1,0,11,24.0,RR,IS Bindra Stadium,2011-04-21,2011
148,Shanthakumaran Sreesanth,4.0,24,1,0,11,24.0,DC,Arun Jaitley Stadium,2011-05-02,2011
149,Brett Lee,4.0,24,0,0,11,0.0,DC,Arun Jaitley Stadium,2011-04-28,2011
150,Ishant Sharma,4.0,24,0,0,11,0.0,RR,Rajiv Gandhi Intl. Cricket Stadium,2011-04-09,2011
1,Dale Steyn,4.0,8,3,0,18,8.0,RCB,Rajiv Gandhi Intl. Cricket Stadium,2012-05-20,2012
2,Dale Steyn,4.0,10,2,0,17,12.0,MI,Wankhede Stadium,2012-04-29,2012
3,Lasith Malinga,4.0,13,2,0,17,12.0,RR,Wankhede Stadium,2012-04-11,2012
4,Zaheer Khan,4.0,15,1,1,17,24.0,RR,M. Chinnaswamy Stadium,2012-04-15,2012
5,Ravindra Jadeja,4.0,16,5,0,17,4.8,DEC,ACA-VDCA Stadium,2012-04-07,2012
6,Praveen Kumar,4.0,19,0,0,17,0.0,PWI,IS Bindra Stadium,2012-04-12,2012
7,Brett Lee,4.0,21,0,0,17,0.0,RCB,M. Chinnaswamy Stadium,2012-04-10,2012
8,Praveen Kumar,4.0,8,0,0,16,0.0,RCB,M. Chinnaswamy Stadium,2012-05-02,2012
9,Morne Morkel,4.0,20,4,0,16,6.0,PBKS,HPCA Stadium,2012-05-19,2012
10,Ben Hilfenhaus,4.0,8,2,1,15,12.0,RR,Sawai Mansingh Stadium,2012-05-10,2012
11,Lakshmipathy Balaji,4.0,11,2,0,15,12.0,MI,Wankhede Stadium,2012-05-16,2012
12,Umesh Yadav,4.0,11,2,0,15,12.0,MI,Wankhede Stadium,2012-04-16,2012
13,Parvinder Awana,4.0,12,2,0,15,12.0,CSK,HPCA Stadium,2012-05-17,2012
14,Ajit Chandila,4.0,13,4,0,15,6.0,PWI,Sawai Mansingh Stadium,2012-05-13,2012
15,Harbhajan Singh,4.0,13,2,0,15,12.0,DEC,Wankhede Stadium,2012-04-29,2012
16,Brett Lee,4.0,15,1,0,15,24.0,DEC,Barabati Stadium,2012-04-22,2012
17,Shahbaz Nadeem,4.0,16,2,0,15,12.0,MI,Wankhede Stadium,2012-04-16,2012
18,Ashok Dinda,4.0,18,4,0,15,6.0,MI,Wankhede Stadium,2012-04-06,2012
19,Dhawal Kulkarni,4.0,18,3,1,15,8.0,RR,Sawai Mansingh Stadium,2012-05-20,2012
20,Ashish Nehra,4.0,19,2,0,15,12.0,MI,Maharashtra Cricket Association's International Stadium,2012-05-03,2012
21,Ryan Harris,4.0,19,2,0,15,12.0,DC,HPCA Stadium,2012-05-19,2012
22,Ben Hilfenhaus,4.0,20,1,0,15,24.0,PBKS,HPCA Stadium,2012-05-17,2012
23,Shane Watson,4.0,22,2,1,15,12.0,PBKS,IS Bindra Stadium,2012-05-05,2012
24,Johan Botha,4.0,22,1,0,15,24.0,KKR,Eden Gardens,2012-04-13,2012
25,Azhar Mahmood,4.0,28,2,0,15,12.0,CSK,HPCA Stadium,2012-05-17,2012
26,Dale Steyn,4.0,12,3,1,14,8.0,MI,ACA-VDCA Stadium,2012-04-09,2012
27,Shaun Tait,4.0,13,3,0,14,8.0,PWI,Maharashtra Cricket Association's International Stadium,2012-05-08,2012
28,Sunil Narine,4.0,13,1,1,14,24.0,PWI,Eden Gardens,2012-05-05,2012
29,Kieron Pollard,4.0,14,2,0,14,12.0,PBKS,Wankhede Stadium,2012-04-22,2012
30,Zaheer Khan,4.0,16,0,0,14,0.0,MI,Wankhede Stadium,2012-05-09,2012
31,Praveen Kumar,4.0,18,2,0,14,12.0,CSK,HPCA Stadium,2012-05-17,2012
32,Pankaj Singh,4.0,18,2,0,14,12.0,RCB,M. Chinnaswamy Stadium,2012-04-15,2012
33,Ankit Sharma,4.0,18,0,0,14,0.0,MI,ACA-VDCA Stadium,2012-04-09,2012
34,KP Appanna,4.0,19,4,0,14,6.0,RR,Sawai Mansingh Stadium,2012-04-23,2012
35,Umesh Yadav,4.0,19,3,1,14,8.0,PBKS,HPCA Stadium,2012-05-19,2012
36,Yusuf Pathan,4.0,19,1,0,14,24.0,RCB,Eden Gardens,2012-04-28,2012
37,Lasith Malinga,4.0,20,0,0,14,0.0,RCB,Wankhede Stadium,2012-05-09,2012
38,Umesh Yadav,4.0,21,3,0,14,8.0,PBKS,Arun Jaitley Stadium,2012-05-15,2012
39,Parvinder Awana,4.0,22,3,0,14,8.0,DC,Arun Jaitley Stadium,2012-05-15,2012
40,Morne Morkel,4.0,22,2,1,14,12.0,MI,Wankhede Stadium,2012-04-16,2012
41,Sunil Narine,4.0,23,2,0,14,12.0,DC,Arun Jaitley Stadium,2012-05-07,2012
42,Shaun Tait,3.1,20,0,0,14,0.0,CSK,Sawai Mansingh Stadium,2012-05-10,2012
43,Ben Hilfenhaus,4.0,27,3,0,14,8.0,DC,Chidambaram,2012-05-12,2012
44,Brett Lee,4.0,29,2,0,14,12.0,RR,Sawai Mansingh Stadium,2012-04-08,2012
45,Praveen Kumar,4.0,33,0,0,14,0.0,DC,HPCA Stadium,2012-05-19,2012
46,Parvinder Awana,4.0,34,4,0,14,6.0,RCB,IS Bindra Stadium,2012-04-20,2012
47,Sunil Narine,4.0,11,1,0,13,24.0,RCB,Eden Gardens,2012-04-28,2012
48,Irfan Pathan,4.0,12,1,1,13,24.0,MI,Wankhede Stadium,2012-04-16,2012
49,Sunil Narine,4.0,14,2,0,13,12.0,CSK,Eden Gardens,2012-05-14,2012
50,Albie Morkel,4.0,15,1,0,13,24.0,DC,Chidambaram,2012-05-12,2012
51,Lasith Malinga,3.5,16,2,0,13,11.5,CSK,Chidambaram,2012-04-04,2012
52,Munaf Patel,4.0,17,1,0,13,24.0,KKR,Wankhede Stadium,2012-05-16,2012
53,Nuwan Kulasekara,4.0,17,1,0,13,24.0,RR,Chidambaram,2012-04-21,2012
54,Lakshmipathy Balaji,4.0,18,4,1,13,6.0,RCB,M. Chinnaswamy Stadium,2012-04-10,2012
55,Pawan Negi,4.0,18,4,0,13,6.0,RR,Sawai Mansingh Stadium,2012-05-01,2012
56,Siddharth Trivedi,4.0,18,2,0,13,12.0,CSK,Sawai Mansingh Stadium,2012-05-10,2012
57,Shaun Tait,4.0,18,2,0,13,12.0,PBKS,IS Bindra Stadium,2012-05-05,2012
58,Harbhajan Singh,4.0,18,2,0,13,12.0,PWI,Maharashtra Cricket Association's International Stadium,2012-05-03,2012
59,Sunil Narine,4.0,19,5,0,13,4.8,PBKS,Eden Gardens,2012-04-15,2012
60,Morne Morkel,4.0,19,2,0,13,12.0,CSK,Arun Jaitley Stadium,2012-04-10,2012
61,Ravichandran Ashwin,4.0,19,1,0,13,24.0,RR,Chidambaram,2012-04-21,2012
62,Albie Morkel,4.0,20,0,0,13,0.0,MI,Chidambaram,2012-04-04,2012
63,Alfonso Thomas,4.0,22,3,0,13,8.0,DC,Arun Jaitley Stadium,2012-04-21,2012
64,Ashish Nehra,4.0,23,3,0,13,8.0,RR,Sawai Mansingh Stadium,2012-05-13,2012
65,Pragyan Ojha,4.0,23,1,0,13,24.0,PWI,Wankhede Stadium,2012-04-06,2012
66,Dale Steyn,4.0,24,2,0,13,12.0,KKR,Barabati Stadium,2012-04-22,2012
67,Munaf Patel,4.0,24,1,0,13,24.0,PWI,Maharashtra Cricket Association's International Stadium,2012-05-03,2012
68,Lasith Malinga,4.0,25,2,0,13,12.0,PWI,Maharashtra Cricket Association's International Stadium,2012-05-03,2012
69,Lakshmipathy Balaji,4.0,27,0,0,13,0.0,RR,Eden Gardens,2012-04-13,2012
70,Ben Hilfenhaus,4.0,34,2,1,13,12.0,MI,Wankhede Stadium,2012-05-06,2012
71,Rajat Bhatia,4.0,14,2,0,12,12.0,PBKS,Eden Gardens,2012-04-15,2012
72,Praveen Kumar,4.0,15,2,0,12,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2012-05-08,2012
73,Sunil Narine,4.0,15,1,0,12,24.0,PWI,Maharashtra Cricket Association's International Stadium,2012-05-19,2012
74,Lasith Malinga,4.0,16,2,1,12,12.0,PWI,Wankhede Stadium,2012-04-06,2012
75,Dale Steyn,4.0,16,2,0,12,12.0,RR,Rajiv Gandhi Intl. Cricket Stadium,2012-05-18,2012
76,Rahul Sharma,4.0,16,1,0,12,24.0,MI,Wankhede Stadium,2012-04-06,2012
77,Lasith Malinga,3.4,16,4,0,12,5.5,DEC,Wankhede Stadium,2012-04-29,2012
78,Wayne Parnell,4.0,18,2,0,12,12.0,KKR,Maharashtra Cricket Association's International Stadium,2012-05-19,2012
79,Vinay Kumar,4.0,18,2,0,12,12.0,KKR,M. Chinnaswamy Stadium,2012-04-10,2012
80,Harbhajan Singh,4.0,18,0,0,12,0.0,DEC,ACA-VDCA Stadium,2012-04-09,2012
81,Sunil Narine,3.1,15,4,0,12,4.75,MI,Wankhede Stadium,2012-05-16,2012
82,Dale Steyn,4.0,19,2,0,12,12.0,DC,Arun Jaitley Stadium,2012-04-19,2012
83,Munaf Patel,4.0,20,4,0,12,6.0,DEC,ACA-VDCA Stadium,2012-04-09,2012
84,Siddharth Trivedi,4.0,20,2,0,12,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2012-05-18,2012
85,Brad Hogg,4.0,20,1,0,12,24.0,KKR,Eden Gardens,2012-04-13,2012
86,Ajit Chandila,4.0,20,1,0,12,24.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2012-05-18,2012
87,Marlon Samuels,4.0,21,1,0,12,24.0,MI,Wankhede Stadium,2012-04-06,2012
88,Ankeet Chavan,4.0,23,2,0,12,12.0,KKR,Sawai Mansingh Stadium,2012-04-08,2012
89,Marlon Samuels,4.0,23,1,0,12,24.0,PBKS,Maharashtra Cricket Association's International Stadium,2012-04-08,2012
90,Irfan Pathan,4.0,23,1,0,12,24.0,PWI,Maharashtra Cricket Association's International Stadium,2012-04-24,2012
91,RP Singh,4.0,23,1,0,12,24.0,RCB,M. Chinnaswamy Stadium,2012-05-14,2012
92,Munaf Patel,4.0,23,1,0,12,24.0,DEC,Wankhede Stadium,2012-04-29,2012
93,Jacques Kallis,4.0,24,2,0,12,12.0,DC,Maharashtra Cricket Association's International Stadium,2012-05-22,2012
94,RP Singh,4.0,24,2,0,12,12.0,DC,Wankhede Stadium,2012-04-16,2012
95,Shakib Al Hasan,4.0,25,1,0,12,24.0,MI,Wankhede Stadium,2012-05-16,2012
96,Irfan Pathan,4.0,25,1,0,12,24.0,CSK,Arun Jaitley Stadium,2012-04-10,2012
97,Irfan Pathan,4.0,25,0,0,12,0.0,PBKS,HPCA Stadium,2012-05-19,2012
98,Ravichandran Ashwin,3.5,24,3,0,12,7.66,DC,Chidambaram,2012-05-25,2012
99,Albie Morkel,3.0,19,0,0,12,0.0,RR,Sawai Mansingh Stadium,2012-05-10,2012
100,Kevon Cooper,4.0,26,4,0,12,6.0,PBKS,Sawai Mansingh Stadium,2012-04-06,2012
101,Shadab Jakati,4.0,26,2,0,12,12.0,KKR,Eden Gardens,2012-05-14,2012
102,Bhuvneshwar Kumar,4.0,26,2,0,12,12.0,KKR,Eden Gardens,2012-05-05,2012
103,Shakib Al Hasan,4.0,27,1,0,12,24.0,MI,Eden Gardens,2012-05-12,2012
104,Azhar Mahmood,3.2,23,2,0,12,10.0,DC,HPCA Stadium,2012-05-19,2012
105,RP Singh,4.0,28,3,0,12,8.0,CSK,Wankhede Stadium,2012-05-06,2012
106,Daniel Vettori,4.0,29,1,0,12,24.0,KKR,Eden Gardens,2012-04-28,2012
107,Umesh Yadav,4.0,29,0,0,12,0.0,PWI,Arun Jaitley Stadium,2012-04-21,2012
108,Varun Aaron,4.0,30,2,0,12,12.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2012-05-10,2012
109,Johan Botha,4.0,30,1,0,12,24.0,RCB,M. Chinnaswamy Stadium,2012-04-15,2012
110,Zaheer Khan,4.0,31,2,0,12,12.0,KKR,M. Chinnaswamy Stadium,2012-04-10,2012
111,Morne Morkel,4.0,31,0,0,12,0.0,CSK,Chidambaram,2012-05-12,2012
112,Vinay Kumar,4.0,34,2,0,12,12.0,MI,Wankhede Stadium,2012-05-09,2012
113,Pankaj Singh,4.0,34,2,0,12,12.0,CSK,Sawai Mansingh Stadium,2012-05-10,2012
114,Ben Hilfenhaus,4.0,45,1,0,12,24.0,MI,M. Chinnaswamy Stadium,2012-05-23,2012
115,Kieron Pollard,4.0,15,2,0,11,12.0,CSK,Chidambaram,2012-04-04,2012
116,Roelof van der Merwe,4.0,15,0,0,11,0.0,CSK,Arun Jaitley Stadium,2012-04-10,2012
117,Muttiah Muralitharan,4.0,16,2,0,11,12.0,PWI,Maharashtra Cricket Association's International Stadium,2012-05-11,2012
118,Shakib Al Hasan,4.0,17,3,0,11,8.0,RR,Eden Gardens,2012-04-13,2012
119,Piyush Chawla,4.0,18,3,0,11,8.0,KKR,Eden Gardens,2012-04-15,2012
120,Shakib Al Hasan,4.0,18,2,0,11,12.0,PWI,Maharashtra Cricket Association's International Stadium,2012-05-19,2012
121,Pawan Negi,4.0,18,1,0,11,24.0,KKR,Maharashtra Cricket Association's International Stadium,2012-05-22,2012
122,Piyush Chawla,4.0,19,2,0,11,12.0,KKR,IS Bindra Stadium,2012-04-18,2012
123,Pragyan Ojha,4.0,19,1,0,11,24.0,DC,Wankhede Stadium,2012-04-16,2012
124,Ankit Sharma,4.0,19,1,0,11,24.0,KKR,Barabati Stadium,2012-04-22,2012
125,Kevon Cooper,4.0,19,0,0,11,0.0,DC,Arun Jaitley Stadium,2012-04-29,2012
126,Jacques Kallis,4.0,20,2,0,11,12.0,DC,Arun Jaitley Stadium,2012-05-07,2012
127,Piyush Chawla,4.0,20,2,0,11,12.0,CSK,Chidambaram,2012-04-28,2012
128,Irfan Pathan,4.0,20,1,0,11,24.0,KKR,Maharashtra Cricket Association's International Stadium,2012-05-22,2012
129,Zaheer Khan,4.0,21,2,0,11,12.0,PWI,Maharashtra Cricket Association's International Stadium,2012-05-11,2012
130,Vinay Kumar,4.0,22,3,0,11,8.0,DEC,Rajiv Gandhi Intl. Cricket Stadium,2012-05-20,2012
131,Murali Kartik,4.0,22,1,0,11,24.0,KKR,Eden Gardens,2012-05-05,2012
132,Manpreet Gony,4.0,22,0,0,11,0.0,DC,Rajiv Gandhi Intl. Cricket Stadium,2012-05-10,2012
133,Shane Watson,3.0,17,0,0,11,0.0,MI,Sawai Mansingh Stadium,2012-05-20,2012
134,Parvinder Awana,4.0,23,2,0,11,12.0,MI,Wankhede Stadium,2012-04-22,2012
135,Sunil Narine,4.0,24,2,0,11,12.0,DC,Maharashtra Cricket Association's International Stadium,2012-05-22,2012
136,Sunil Narine,4.0,24,2,0,11,12.0,PBKS,IS Bindra Stadium,2012-04-18,2012
137,Albie Morkel,4.0,24,1,0,11,24.0,KKR,Chidambaram,2012-04-30,2012
138,Ryan Harris,4.0,24,1,0,11,24.0,CSK,HPCA Stadium,2012-05-17,2012
139,Lasith Malinga,4.0,25,3,0,11,8.0,CSK,Wankhede Stadium,2012-05-06,2012
140,Pankaj Singh,4.0,25,2,0,11,12.0,DC,Arun Jaitley Stadium,2012-04-29,2012
141,Shadab Jakati,4.0,25,1,0,11,24.0,MI,M. Chinnaswamy Stadium,2012-05-23,2012
142,Harshal Patel,4.0,25,1,0,11,24.0,MI,M. Chinnaswamy Stadium,2012-05-14,2012
143,Wayne Parnell,4.0,25,1,1,11,24.0,DEC,Barabati Stadium,2012-05-01,2012
144,Varun Aaron,4.0,25,0,0,11,0.0,PBKS,HPCA Stadium,2012-05-19,2012
145,Morne Morkel,4.0,26,1,0,11,24.0,RR,Arun Jaitley Stadium,2012-04-29,2012
146,Harbhajan Singh,3.0,20,0,1,11,0.0,CSK,M. Chinnaswamy Stadium,2012-05-23,2012
147,Lasith Malinga,4.0,27,3,0,11,8.0,DEC,ACA-VDCA Stadium,2012-04-09,2012
148,RP Singh,4.0,27,1,0,11,24.0,PBKS,IS Bindra Stadium,2012-04-25,2012
149,Manpreet Gony,4.0,27,1,0,11,24.0,PWI,Maharashtra Cricket Association's International Stadium,2012-04-26,2012
150,Veer Pratap Singh,4.0,28,1,0,11,24.0,MI,Wankhede Stadium,2012-04-29,2012
1,Amit Mishra,4.0,8,2,0,18,12.0,RR,Rajiv Gandhi Intl. Cricket Stadium,2013-05-17,2013
2,Praveen Kumar,4.0,10,2,1,17,12.0,RR,Sawai Mansingh Stadium,2013-04-14,2013
3,Sunil Narine,4.0,11,0,1,17,0.0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2013-05-19,2013
4,Ryan Harris,4.0,12,1,0,17,24.0,PWI,Maharashtra Cricket Association's International Stadium,2013-04-07,2013
5,RP Singh,4.0,13,3,0,17,8.0,RR,M. Chinnaswamy Stadium,2013-04-20,2013
6,Mitchell Johnson,4.0,8,2,0,16,12.0,PWI,Maharashtra Cricket Association's International Stadium,2013-05-11,2013
7,Karn Sharma,4.0,8,0,1,16,0.0,CSK,Chidambaram,2013-04-25,2013
8,Dale Steyn,4.0,15,1,1,16,24.0,RR,Sawai Mansingh Stadium,2013-04-27,2013
9,Bhuvneshwar Kumar,4.0,18,3,0,16,8.0,SRH,Maharashtra Cricket Association's International Stadium,2013-04-17,2013
10,Sachithra Senanayake,4.0,18,1,0,16,24.0,CSK,Eden Gardens,2013-04-20,2013
11,Mohit Sharma,4.0,20,0,0,16,0.0,MI,Wankhede Stadium,2013-05-05,2013
12,Dale Steyn,4.0,11,2,1,15,12.0,DC,Arun Jaitley Stadium,2013-04-12,2013
13,Bhuvneshwar Kumar,4.0,12,2,1,15,12.0,CSK,Chidambaram,2013-04-15,2013
14,Sunil Narine,4.0,12,2,0,15,12.0,PWI,Maharashtra Cricket Association's International Stadium,2013-05-09,2013
15,Ishant Sharma,4.0,15,2,1,15,12.0,MI,Rajiv Gandhi Intl. Cricket Stadium,2013-05-01,2013
16,Irfan Pathan,4.0,16,1,0,15,24.0,KKR,Shaheed Veer Narayan Singh International Cricket Stadium,2013-05-01,2013
17,Amit Mishra,4.0,16,1,1,15,24.0,RR,Arun Jaitley Stadium,2013-05-22,2013
18,Murali Kartik,4.0,17,1,0,15,24.0,KKR,JSCA Stadium,2013-05-12,2013
19,Manpreet Gony,4.0,18,1,0,15,24.0,KKR,IS Bindra Stadium,2013-04-16,2013
20,Dhawal Kulkarni,4.0,19,3,0,15,8.0,RCB,Wankhede Stadium,2013-04-27,2013
21,Piyush Chawla,4.0,20,2,0,15,12.0,MI,HPCA Stadium,2013-05-18,2013
22,Ravi Rampaul,3.4,19,2,1,15,11.0,RR,M. Chinnaswamy Stadium,2013-04-20,2013
23,Harbhajan Singh,4.0,21,1,0,15,24.0,RCB,M. Chinnaswamy Stadium,2013-04-04,2013
24,Mohit Sharma,4.0,22,2,0,15,12.0,DC,Chidambaram,2013-05-14,2013
25,Mitchell Johnson,4.0,22,1,0,15,24.0,CSK,Chidambaram,2013-04-06,2013
26,Dale Steyn,4.0,23,1,0,15,24.0,RR,Arun Jaitley Stadium,2013-05-22,2013
27,Bhuvneshwar Kumar,4.0,23,0,0,15,0.0,RCB,M. Chinnaswamy Stadium,2013-04-23,2013
28,Dale Steyn,3.5,11,3,0,14,7.66,PWI,Rajiv Gandhi Intl. Cricket Stadium,2013-04-05,2013
29,Sunil Narine,4.0,13,4,0,14,6.0,DC,Eden Gardens,2013-04-03,2013
30,Mitchell Johnson,4.0,13,2,0,14,12.0,KKR,Wankhede Stadium,2013-05-07,2013
31,Dale Steyn,4.0,14,1,0,14,24.0,PBKS,Rajiv Gandhi Intl. Cricket Stadium,2013-04-19,2013
32,Sunil Narine,4.0,14,0,0,14,0.0,DC,Shaheed Veer Narayan Singh International Cricket Stadium,2013-05-01,2013
33,Parvinder Awana,4.0,16,1,0,14,24.0,PWI,Maharashtra Cricket Association's International Stadium,2013-04-07,2013
34,Siddharth Trivedi,4.0,17,1,1,14,24.0,MI,Sawai Mansingh Stadium,2013-04-17,2013
35,Dirk Nannes,3.5,17,2,0,14,11.5,PBKS,IS Bindra Stadium,2013-04-10,2013
36,Shanthakumaran Sreesanth,4.0,18,1,0,14,24.0,DC,Arun Jaitley Stadium,2013-04-06,2013
37,Jason Holder,4.0,20,2,0,14,12.0,RR,Sawai Mansingh Stadium,2013-05-12,2013
38,Brett Lee,4.0,20,1,0,14,24.0,RR,Sawai Mansingh Stadium,2013-04-08,2013
39,RP Singh,4.0,20,1,0,14,24.0,PWI,M. Chinnaswamy Stadium,2013-04-23,2013
40,Ravichandran Ashwin,4.0,21,2,1,14,12.0,KKR,Eden Gardens,2013-04-20,2013
41,Dale Steyn,4.0,21,2,0,14,12.0,DC,Rajiv Gandhi Intl. Cricket Stadium,2013-05-04,2013
42,Ravi Rampaul,4.0,21,2,0,14,12.0,PWI,M. Chinnaswamy Stadium,2013-04-23,2013
43,Mohit Sharma,4.0,21,1,0,14,24.0,RR,Sawai Mansingh Stadium,2013-05-12,2013
44,Ravichandran Ashwin,4.0,21,1,0,14,24.0,MI,Chidambaram,2013-04-06,2013
45,Morne Morkel,4.0,22,1,0,14,24.0,KKR,Shaheed Veer Narayan Singh International Cricket Stadium,2013-05-01,2013
46,Sandeep Sharma,4.0,23,3,1,14,8.0,DC,HPCA Stadium,2013-05-16,2013
47,Mitchell Johnson,4.0,23,2,0,14,12.0,RR,Wankhede Stadium,2013-05-15,2013
48,Ravindra Jadeja,4.0,26,1,0,14,24.0,PWI,Maharashtra Cricket Association's International Stadium,2013-04-30,2013
49,Jacques Kallis,4.0,30,0,1,14,0.0,RCB,M. Chinnaswamy Stadium,2013-04-11,2013
