POS,Player,Ov,Runs,Wkts,Maid,Dots,SR,Against,Venue,Match Date,Year
43,Mohammad Shami,4.0,21,3,0,13,8.0,RR,Dubai International Stadium,2021-09-21,2021
44,Chris Woakes,4.0,22,2,0,13,12.0,RR,Wankhede Stadium,2021-04-15,2021
45,Mustafizur Rahman,4.0,22,1,0,13,24.0,KKR,Wankhede Stadium,2021-04-24,2021
46,Fabian Allen,4.0,22,1,1,13,24.0,SRH,Chidambaram,2021-04-21,2021
47,Kagiso Rabada,4.0,23,2,0,13,12.0,KKR,Sharjah Cricket Stadium,2021-10-13,2021
48,Rashid Khan,4.0,23,1,0,13,24.0,KKR,Dubai International Stadium,2021-10-03,2021
49,Trent Boult,4.0,23,0,0,13,0.0,DC,Chidambaram,2021-04-20,2021
50,Josh Hazlewood,4.0,24,3,0,13,8.0,SRH,Sharjah Cricket Stadium,2021-09-30,2021
51,Varun Chakaravarthy,4.0,26,2,0,13,12.0,SRH,Dubai International Stadium,2021-10-03,2021
52,Kagiso Rabada,4.0,26,1,0,13,24.0,RR,Zayed Cricket Stadium,2021-09-25,2021
53,Kyle Jamieson,4.0,27,1,0,13,24.0,MI,Chidambaram,2021-04-09,2021
54,Umran Malik,4.0,27,0,0,13,0.0,KKR,Dubai International Stadium,2021-10-03,2021
55,Avesh Khan,4.0,27,0,0,13,0.0,SRH,Dubai International Stadium,2021-09-22,2021
56,Josh Hazlewood,4.0,29,2,0,13,12.0,DC,Dubai International Stadium,2021-10-10,2021
57,Jason Holder,4.0,30,3,0,13,8.0,RCB,Chidambaram,2021-04-14,2021
58,Chetan Sakariya,4.0,31,3,0,13,8.0,PBKS,Wankhede Stadium,2021-04-12,2021
59,Kartik Tyagi,4.0,32,1,0,13,24.0,SRH,Arun Jaitley Stadium,2021-05-02,2021
60,Mohammad Shami,4.0,33,2,0,13,12.0,RR,Wankhede Stadium,2021-04-12,2021
61,Trent Boult,4.0,35,2,1,13,12.0,CSK,Dubai International Stadium,2021-09-19,2021
62,Kagiso Rabada,4.0,37,3,0,13,8.0,SRH,Dubai International Stadium,2021-09-22,2021
63,Sunil Narine,4.0,12,0,0,12,0.0,SRH,Dubai International Stadium,2021-10-03,2021
64,Shardul Thakur,4.0,13,2,0,12,12.0,DC,Dubai International Stadium,2021-10-04,2021
65,Jasprit Bumrah,4.0,14,1,0,12,24.0,SRH,Chidambaram,2021-04-17,2021
66,Jasprit Bumrah,4.0,15,1,0,12,24.0,RR,Arun Jaitley Stadium,2021-04-29,2021
67,Sam Curran,3.0,12,1,0,12,18.0,PBKS,Wankhede Stadium,2021-04-16,2021
68,Anrich Nortje,4.0,18,2,0,12,12.0,RR,Zayed Cricket Stadium,2021-09-25,2021
69,Nathan Coulter-Nile,4.0,19,1,0,12,24.0,DC,Sharjah Cricket Stadium,2021-10-02,2021
70,Mustafizur Rahman,4.0,20,3,0,12,8.0,SRH,Arun Jaitley Stadium,2021-05-02,2021
71,Sandeep Sharma,4.0,20,1,0,12,24.0,PBKS,Sharjah Cricket Stadium,2021-09-25,2021
72,Mohammed Siraj,3.0,15,1,0,12,18.0,MI,Dubai International Stadium,2021-09-26,2021
73,Sunil Narine,4.0,20,0,0,12,0.0,RCB,Zayed Cricket Stadium,2021-09-20,2021
74,Kagiso Rabada,4.0,21,0,0,12,0.0,CSK,Dubai International Stadium,2021-10-04,2021
75,Deepak Hooda,4.0,22,0,0,12,0.0,SRH,Chidambaram,2021-04-21,2021
76,Mohammed Siraj,4.0,22,0,0,12,0.0,MI,Chidambaram,2021-04-09,2021
77,Harpreet Brar,4.0,22,0,0,12,0.0,CSK,Dubai International Stadium,2021-10-07,2021
78,Chetan Sakariya,4.0,23,1,0,12,24.0,KKR,Sharjah Cricket Stadium,2021-10-07,2021
79,Pat Cummins,4.0,24,2,0,12,12.0,MI,Chidambaram,2021-04-13,2021
80,Khaleel Ahmed,4.0,24,1,0,12,24.0,MI,Chidambaram,2021-04-17,2021
81,Siddarth Kaul,4.0,24,1,1,12,24.0,RCB,Zayed Cricket Stadium,2021-10-06,2021
82,Harshal Patel,4.0,27,5,0,12,4.8,MI,Chidambaram,2021-04-09,2021
83,Trent Boult,4.0,27,2,0,12,12.0,KKR,Chidambaram,2021-04-13,2021
84,Rashid Khan,4.0,27,1,0,12,24.0,CSK,Sharjah Cricket Stadium,2021-09-30,2021
85,Ravichandran Ashwin,4.0,27,0,0,12,0.0,SRH,Chidambaram,2021-04-25,2021
86,Chris Morris,4.0,28,1,0,12,24.0,KKR,Sharjah Cricket Stadium,2021-10-07,2021
87,Kartik Tyagi,4.0,29,2,0,12,12.0,PBKS,Dubai International Stadium,2021-09-21,2021
88,Shivam Mavi,4.0,29,2,0,12,12.0,SRH,Dubai International Stadium,2021-10-03,2021
89,Prasidh Krishna,4.0,30,3,0,12,8.0,PBKS,Narendra Modi Stadium,2021-04-26,2021
90,Kagiso Rabada,4.0,30,2,0,12,12.0,RR,Wankhede Stadium,2021-04-15,2021
91,Sunil Narine,4.0,30,0,0,12,0.0,RR,Sharjah Cricket Stadium,2021-10-07,2021
92,Trent Boult,3.4,28,3,0,12,7.33,SRH,Chidambaram,2021-04-17,2021
93,Shivam Mavi,4.0,31,1,0,12,24.0,PBKS,Dubai International Stadium,2021-10-01,2021
94,Ravichandran Ashwin,4.0,31,0,0,12,0.0,MI,Chidambaram,2021-04-20,2021
95,Bhuvneshwar Kumar,4.0,34,0,0,12,0.0,CSK,Sharjah Cricket Stadium,2021-09-30,2021
96,Avesh Khan,4.0,35,1,0,12,24.0,CSK,Dubai International Stadium,2021-10-04,2021
97,Jasprit Bumrah,4.0,36,3,0,12,8.0,RCB,Dubai International Stadium,2021-09-26,2021
98,Trent Boult,4.0,36,1,0,12,24.0,RCB,Chidambaram,2021-04-09,2021
99,Moeen Ali,3.0,7,3,0,11,6.0,RR,Wankhede Stadium,2021-04-19,2021
100,Rashid Khan,4.0,17,1,0,11,24.0,PBKS,Chidambaram,2021-04-21,2021
101,Rashid Khan,4.0,17,1,0,11,24.0,PBKS,Sharjah Cricket Stadium,2021-09-25,2021
102,Yuzvendra Chahal,4.0,18,2,0,11,12.0,RR,Dubai International Stadium,2021-09-29,2021
103,Siddarth Kaul,3.4,17,1,0,11,22.0,KKR,Dubai International Stadium,2021-10-03,2021
104,Sunil Narine,4.0,20,0,0,11,0.0,RR,Wankhede Stadium,2021-04-24,2021
105,Sunil Narine,4.0,21,4,0,11,6.0,RCB,Sharjah Cricket Stadium,2021-10-11,2021
106,Mohammad Shami,4.0,21,2,0,11,12.0,CSK,Wankhede Stadium,2021-04-16,2021
107,Axar Patel,4.0,21,1,0,11,24.0,PBKS,Narendra Modi Stadium,2021-05-02,2021
108,Umran Malik,4.0,21,1,0,11,24.0,RCB,Zayed Cricket Stadium,2021-10-06,2021
109,Rashid Khan,4.0,22,0,0,11,0.0,MI,Chidambaram,2021-04-17,2021
110,Mohammed Siraj,3.0,17,0,0,11,0.0,KKR,Chidambaram,2021-04-18,2021
111,Mohammed Siraj,3.0,17,0,0,11,0.0,SRH,Zayed Cricket Stadium,2021-10-06,2021
112,Avesh Khan,4.0,23,2,0,11,12.0,CSK,Wankhede Stadium,2021-04-10,2021
113,Amit Mishra,4.0,24,4,0,11,6.0,MI,Chidambaram,2021-04-20,2021
114,Lockie Ferguson,4.0,24,2,0,11,12.0,RCB,Zayed Cricket Stadium,2021-09-20,2021
115,Jasprit Bumrah,4.0,24,2,0,11,12.0,PBKS,Zayed Cricket Stadium,2021-09-28,2021
116,Chris Woakes,3.0,18,2,0,11,9.0,CSK,Wankhede Stadium,2021-04-10,2021
117,Avesh Khan,4.0,24,1,0,11,24.0,RCB,Narendra Modi Stadium,2021-04-27,2021
118,Daniel Sams,4.0,24,1,0,11,24.0,PBKS,Narendra Modi Stadium,2021-04-30,2021
119,Dwayne Bravo,4.0,25,3,0,11,8.0,MI,Dubai International Stadium,2021-09-19,2021
120,Mohammed Siraj,4.0,25,2,0,11,12.0,DC,Dubai International Stadium,2021-10-08,2021
121,Bhuvneshwar Kumar,4.0,25,1,0,11,24.0,RCB,Zayed Cricket Stadium,2021-10-06,2021
122,Jaydev Unadkat,4.0,25,1,0,11,24.0,KKR,Wankhede Stadium,2021-04-24,2021
123,Axar Patel,4.0,26,2,0,11,12.0,SRH,Chidambaram,2021-04-25,2021
124,Ishant Sharma,4.0,26,1,1,11,24.0,RCB,Narendra Modi Stadium,2021-04-27,2021
125,Lockie Ferguson,4.0,26,1,0,11,24.0,DC,Sharjah Cricket Stadium,2021-10-13,2021
126,Rahul Chahar,4.0,27,4,0,11,6.0,KKR,Chidambaram,2021-04-13,2021
127,Jason Holder,4.0,27,1,0,11,24.0,RCB,Zayed Cricket Stadium,2021-10-06,2021
128,Kyle Jamieson,4.0,28,1,0,11,24.0,RR,Wankhede Stadium,2021-04-22,2021
129,Jhye Richardson,3.0,21,0,0,11,0.0,CSK,Wankhede Stadium,2021-04-16,2021
130,Mustafizur Rahman,4.0,29,2,0,11,12.0,DC,Wankhede Stadium,2021-04-15,2021
131,Mustafizur Rahman,3.3,26,1,0,11,21.0,SRH,Dubai International Stadium,2021-09-27,2021
132,Shardul Thakur,4.0,30,2,0,11,12.0,RR,Zayed Cricket Stadium,2021-10-02,2021
133,Avesh Khan,4.0,31,0,0,11,0.0,RCB,Dubai International Stadium,2021-10-08,2021
134,Arshdeep Singh,4.0,32,5,0,11,4.8,RR,Dubai International Stadium,2021-09-21,2021
135,Avesh Khan,4.0,32,3,0,11,8.0,RR,Wankhede Stadium,2021-04-15,2021
136,Axar Patel,4.0,32,2,0,11,12.0,KKR,Narendra Modi Stadium,2021-04-29,2021
137,Kyle Jamieson,4.0,32,1,0,11,24.0,DC,Narendra Modi Stadium,2021-04-27,2021
138,Chris Morris,4.0,33,2,0,11,12.0,CSK,Wankhede Stadium,2021-04-19,2021
139,Jasprit Bumrah,4.0,33,2,0,11,12.0,CSK,Dubai International Stadium,2021-09-19,2021
140,Rahul Chahar,4.0,33,1,0,11,24.0,RCB,Dubai International Stadium,2021-09-26,2021
141,Sam Curran,4.0,34,3,0,11,8.0,MI,Arun Jaitley Stadium,2021-05-01,2021
142,Prasidh Krishna,4.0,35,2,0,11,12.0,SRH,Chidambaram,2021-04-11,2021
143,Ravi Bishnoi,4.0,35,0,0,11,0.0,RCB,Sharjah Cricket Stadium,2021-10-03,2021
144,Shardul Thakur,4.0,38,3,0,11,8.0,KKR,Dubai International Stadium,2021-10-15,2021
145,Andre Russell,3.0,9,3,0,10,6.0,RCB,Zayed Cricket Stadium,2021-09-20,2021
146,Ravi Bishnoi,4.0,17,2,0,10,12.0,RCB,Narendra Modi Stadium,2021-04-30,2021
147,Dwayne Bravo,4.0,17,2,0,10,12.0,SRH,Sharjah Cricket Stadium,2021-09-30,2021
148,Axar Patel,3.0,13,0,0,10,0.0,KKR,Sharjah Cricket Stadium,2021-09-28,2021
149,Rashid Khan,4.0,18,2,0,10,12.0,RCB,Chidambaram,2021-04-14,2021
150,Sunil Narine,4.0,18,2,0,10,12.0,DC,Sharjah Cricket Stadium,2021-09-28,2021
1,Harshal Patel,4.0,11,2,0,19,12.0,KKR,DY Patil Stadium,2022-03-30,2022
2,Umran Malik,4.0,13,1,0,19,24.0,RCB,Brabourne - CCI,2022-04-23,2022
3,Jasprit Bumrah,4.0,10,5,0,18,4.8,KKR,DY Patil Stadium,2022-05-09,2022
4,Daniel Sams,4.0,16,3,0,18,8.0,CSK,Wankhede Stadium,2022-05-12,2022
5,Trent Boult,4.0,14,1,0,17,24.0,GT,Narendra Modi Stadium,2022-05-29,2022
6,Dushmantha Chameera,4.0,17,2,0,17,12.0,PBKS,Maharashtra Cricket Association Stadium,2022-04-29,2022
7,Prasidh Krishna,4.0,22,3,0,17,8.0,RCB,Narendra Modi Stadium,2022-05-27,2022
8,Mukesh Choudhary,4.0,23,3,0,17,8.0,MI,Wankhede Stadium,2022-05-12,2022
9,Umesh Yadav,4.0,24,1,0,17,24.0,RR,Wankhede Stadium,2022-05-02,2022
10,Moeen Ali,4.0,13,3,0,16,8.0,DC,DY Patil Stadium,2022-05-08,2022
11,Josh Hazlewood,4.0,19,2,0,16,12.0,RR,Maharashtra Cricket Association Stadium,2022-04-26,2022
12,Mohammad Shami,4.0,20,2,0,16,12.0,KKR,DY Patil Stadium,2022-04-23,2022
13,Tim Southee,4.0,20,3,0,16,8.0,RCB,DY Patil Stadium,2022-03-30,2022
14,Mohsin Khan,4.0,20,3,0,16,8.0,KKR,DY Patil Stadium,2022-05-18,2022
15,Simarjeet Singh,4.0,22,1,0,16,24.0,MI,Wankhede Stadium,2022-05-12,2022
16,Krunal Pandya,4.0,11,2,0,15,12.0,PBKS,Maharashtra Cricket Association Stadium,2022-04-29,2022
17,Sandeep Sharma,4.0,17,0,0,15,0.0,GT,DY Patil Stadium,2022-05-03,2022
18,Wanindu Hasaranga,4.0,20,4,0,15,6.0,KKR,DY Patil Stadium,2022-03-30,2022
19,Kagiso Rabada,4.0,21,3,0,15,8.0,RCB,Brabourne - CCI,2022-05-13,2022
20,Krishnappa Gowtham,4.0,23,1,0,15,24.0,DC,DY Patil Stadium,2022-04-07,2022
21,Yuzvendra Chahal,4.0,23,0,0,15,0.0,RCB,Maharashtra Cricket Association Stadium,2022-04-26,2022
22,Avesh Khan,4.0,24,4,0,15,6.0,SRH,DY Patil Stadium,2022-04-04,2022
23,Varun Chakaravarthy,4.0,14,0,0,14,0.0,PBKS,Wankhede Stadium,2022-04-01,2022
24,Murugan Ashwin,4.0,14,2,0,14,12.0,DC,Brabourne - CCI,2022-03-27,2022
25,Axar Patel,4.0,14,2,0,14,12.0,PBKS,DY Patil Stadium,2022-05-16,2022
26,Hardik Pandya,4.0,17,3,0,14,8.0,RR,Narendra Modi Stadium,2022-05-29,2022
27,Ravichandran Ashwin,4.0,17,3,0,14,8.0,RCB,Maharashtra Cricket Association Stadium,2022-04-26,2022
28,Rahul Chahar,4.0,19,0,0,14,0.0,DC,DY Patil Stadium,2022-05-16,2022
29,Akash Deep,4.0,20,1,0,14,24.0,MI,Maharashtra Cricket Association Stadium,2022-04-09,2022
30,Vaibhav Arora,4.0,21,2,0,14,12.0,CSK,Brabourne - CCI,2022-04-03,2022
31,Andre Russell,4.0,22,3,0,14,8.0,SRH,Maharashtra Cricket Association Stadium,2022-05-14,2022
32,Marco Jansen,4.0,25,3,0,14,8.0,RCB,Brabourne - CCI,2022-04-23,2022
33,Riley Meredith,4.0,25,1,0,14,24.0,CSK,DY Patil Stadium,2022-04-21,2022
34,Shardul Thakur,4.0,27,1,0,14,24.0,RCB,Wankhede Stadium,2022-04-16,2022
35,Glenn Maxwell,4.0,28,1,0,14,24.0,GT,Wankhede Stadium,2022-05-19,2022
36,Mustafizur Rahman,4.0,28,1,0,14,24.0,PBKS,Brabourne - CCI,2022-04-20,2022
37,Bhuvneshwar Kumar,4.0,29,1,0,14,24.0,RR,Maharashtra Cricket Association Stadium,2022-03-29,2022
38,Khaleel Ahmed,4.0,30,3,0,14,8.0,SRH,Brabourne - CCI,2022-05-05,2022
39,T Natarajan,3.0,10,3,0,13,6.0,RCB,Brabourne - CCI,2022-04-23,2022
40,Sunil Narine,4.0,12,1,0,13,24.0,RCB,DY Patil Stadium,2022-03-30,2022
41,Mohammed Siraj,4.0,25,1,0,13,24.0,KKR,DY Patil Stadium,2022-03-30,2022
42,Maheesh Theekshana,4.0,29,1,0,13,24.0,DC,DY Patil Stadium,2022-05-08,2022
43,Lockie Ferguson,4.0,33,1,0,13,24.0,KKR,DY Patil Stadium,2022-04-23,2022
44,Yash Dayal,4.0,40,3,0,13,8.0,RR,DY Patil Stadium,2022-04-14,2022
45,Kuldeep Sen,3.1,28,1,0,12,19.0,KKR,Wankhede Stadium,2022-05-02,2022
46,Matheesha Pathirana,3.4,28,0,0,12,0.0,RR,Brabourne - CCI,2022-05-20,2022
47,Pradeep Sangwan,4.0,19,2,0,12,12.0,RCB,Brabourne - CCI,2022-04-30,2022
48,Ravi Bishnoi,4.0,22,2,0,12,12.0,DC,DY Patil Stadium,2022-04-07,2022
49,Chris Jordan,4.0,23,2,0,12,12.0,PBKS,Brabourne - CCI,2022-04-03,2022
50,Dwayne Bravo,4.0,23,3,0,12,8.0,GT,Maharashtra Cricket Association Stadium,2022-04-17,2022
51,Jagadeesha Suchith,4.0,30,2,0,12,12.0,RCB,Wankhede Stadium,2022-05-08,2022
52,Alzarri Joseph,4.0,31,1,0,12,24.0,KKR,DY Patil Stadium,2022-04-23,2022
53,Romario Shepherd,4.0,33,1,0,12,24.0,RR,Maharashtra Cricket Association Stadium,2022-03-29,2022
54,Harpreet Brar,4.0,33,1,0,12,24.0,RCB,Brabourne - CCI,2022-05-13,2022
55,Shivam Mavi,4.0,35,0,0,12,0.0,CSK,Wankhede Stadium,2022-03-26,2022
56,Rashid Khan,3.5,24,4,0,11,5.75,LSG,Maharashtra Cricket Association Stadium,2022-05-10,2022
57,Obed McCoy,4.0,20,2,0,11,12.0,CSK,Brabourne - CCI,2022-05-20,2022
58,Pat Cummins,4.0,22,3,0,11,8.0,MI,DY Patil Stadium,2022-05-09,2022
59,Hrithik Shokeen,4.0,23,0,0,11,0.0,CSK,DY Patil Stadium,2022-04-21,2022
60,Mitchell Santner,4.0,24,0,0,11,0.0,GT,Wankhede Stadium,2022-05-15,2022
61,Basil Thampi,4.0,29,0,0,11,0.0,RCB,Maharashtra Cricket Association Stadium,2022-04-09,2022
62,Dwaine Pretorius,4.0,30,2,0,11,12.0,PBKS,Brabourne - CCI,2022-04-03,2022
63,Fazalhaq Farooqi,4.0,31,0,0,11,0.0,MI,Wankhede Stadium,2022-05-17,2022
64,Arshdeep Singh,4.0,31,1,0,11,24.0,RCB,DY Patil Stadium,2022-03-27,2022
65,Anrich Nortje,4.0,37,2,0,11,12.0,MI,Wankhede Stadium,2022-05-21,2022
66,Nathan Ellis,4.0,40,3,0,11,8.0,SRH,Wankhede Stadium,2022-05-22,2022
67,Lalit Yadav,4.0,21,1,0,10,24.0,LSG,DY Patil Stadium,2022-04-07,2022
68,Shahbaz Ahmed,4.0,25,0,0,10,0.0,LSG,DY Patil Stadium,2022-04-19,2022
69,Washington Sundar,4.0,28,2,0,10,12.0,LSG,DY Patil Stadium,2022-04-04,2022
70,Jaydev Unadkat,4.0,30,1,0,10,24.0,RCB,Maharashtra Cricket Association Stadium,2022-04-09,2022
71,Ravindra Jadeja,4.0,34,1,0,10,24.0,PBKS,Brabourne - CCI,2022-04-03,2022
72,Tymal Mills,4.0,35,3,0,10,8.0,RR,DY Patil Stadium,2022-04-02,2022
73,Kartik Tyagi,4.0,37,0,0,10,0.0,DC,Brabourne - CCI,2022-05-05,2022
74,Rishi Dhawan,4.0,39,2,0,10,12.0,CSK,Wankhede Stadium,2022-04-25,2022
75,Kuldeep Yadav,4.0,40,1,0,10,24.0,SRH,Brabourne - CCI,2022-05-05,2022
76,Andrew Tye,4.0,40,2,0,10,12.0,CSK,Brabourne - CCI,2022-03-31,2022
77,Jason Holder,4.0,45,0,0,10,0.0,KKR,DY Patil Stadium,2022-05-18,2022
78,Adam Milne,2.3,19,0,0,9,0.0,KKR,Wankhede Stadium,2022-03-26,2022
79,Kumar Kartikeya Singh,3.0,22,2,0,9,9.0,CSK,Wankhede Stadium,2022-05-12,2022
80,Tushar Deshpande,3.0,23,0,0,9,0.0,KKR,Wankhede Stadium,2022-03-26,2022
81,Chetan Sakariya,4.0,23,2,0,9,12.0,RR,DY Patil Stadium,2022-05-11,2022
82,Mayank Markande,4.0,26,1,0,9,24.0,DC,Wankhede Stadium,2022-05-21,2022
83,Mitchell Marsh,4.0,36,1,0,9,24.0,SRH,Brabourne - CCI,2022-05-05,2022
84,Odean Smith,4.0,52,0,0,9,0.0,RCB,DY Patil Stadium,2022-03-27,2022
85,David Willey,2.0,8,0,0,8,0.0,MI,Maharashtra Cricket Association Stadium,2022-04-09,2022
86,Harshit Rana,3.0,24,1,0,8,18.0,DC,Wankhede Stadium,2022-04-28,2022
87,Navdeep Saini,3.0,36,2,0,8,9.0,MI,DY Patil Stadium,2022-04-02,2022
88,Liam Livingstone,4.0,25,0,0,8,0.0,SRH,Wankhede Stadium,2022-05-22,2022
89,Sai Kishore,4.0,31,1,0,8,24.0,CSK,Wankhede Stadium,2022-05-15,2022
90,Shreyas Gopal,3.0,34,1,0,7,18.0,DC,Brabourne - CCI,2022-05-05,2022
91,Anukul Roy,4.0,28,1,0,7,24.0,RR,Wankhede Stadium,2022-05-02,2022
92,Sean Abbott,4.0,47,1,0,7,24.0,DC,Brabourne - CCI,2022-05-05,2022
93,Prashant Solanki,2.0,20,2,0,6,6.0,RR,Brabourne - CCI,2022-05-20,2022
94,Sanjay Yadav,2.0,23,0,0,6,0.0,SRH,Wankhede Stadium,2022-05-17,2022
95,Rasikh Salam,3.0,18,0,0,6,0.0,MI,Maharashtra Cricket Association Stadium,2022-04-06,2022
96,Siddarth Kaul,4.0,43,0,0,6,0.0,GT,Wankhede Stadium,2022-05-19,2022
97,Fabian Allen,4.0,46,1,0,6,24.0,LSG,Brabourne - CCI,2022-04-16,2022
98,Kieron Pollard,2.0,8,2,0,5,6.0,LSG,Wankhede Stadium,2022-04-24,2022
99,Ramandeep Singh,3.0,20,3,0,5,6.0,SRH,Wankhede Stadium,2022-05-17,2022
100,James Neesham,3.0,29,0,0,5,0.0,GT,DY Patil Stadium,2022-04-14,2022
101,Varun Aaron,4.0,45,2,0,5,12.0,LSG,Wankhede Stadium,2022-03-28,2022
102,Shreyas Iyer,1.0,7,0,0,4,0.0,DC,Wankhede Stadium,2022-04-28,2022
103,Marcus Stoinis,2.0,23,3,0,4,4.0,KKR,DY Patil Stadium,2022-05-18,2022
104,Kamlesh Nagarkoti,2.0,29,0,0,4,0.0,MI,Brabourne - CCI,2022-03-27,2022
105,Darshan Nalkande,3.0,37,2,0,4,9.0,PBKS,Brabourne - CCI,2022-04-08,2022
106,Nathan Coulter-Nile,3.0,48,0,0,4,0.0,SRH,Maharashtra Cricket Association Stadium,2022-03-29,2022
107,Ayush Badoni,1.0,5,1,0,3,6.0,RR,Brabourne - CCI,2022-05-15,2022
108,Tilak Varma,1.0,6,0,0,3,0.0,KKR,Maharashtra Cricket Association Stadium,2022-04-06,2022
109,Rahul Tewatia,2.0,22,0,0,3,0.0,DC,Maharashtra Cricket Association Stadium,2022-04-02,2022
110,Deepak Hooda,3.0,31,1,0,3,18.0,GT,Wankhede Stadium,2022-03-28,2022
111,Aiden Markram,3.0,36,0,0,3,0.0,CSK,Maharashtra Cricket Association Stadium,2022-05-01,2022
112,Vijay Shankar,0.3,1,0,0,2,0.0,RR,DY Patil Stadium,2022-04-14,2022
113,Mahipal Lomror,1.0,7,0,0,2,0.0,SRH,Wankhede Stadium,2022-05-08,2022
114,Venkatesh Iyer,1.0,10,0,0,2,0.0,RCB,DY Patil Stadium,2022-03-30,2022
115,Riyan Parag,1.0,12,1,0,2,6.0,GT,DY Patil Stadium,2022-04-14,2022
116,Abhishek Sharma,2.0,13,0,0,2,0.0,RCB,Wankhede Stadium,2022-05-08,2022
117,Dewald Brevis,0.3,8,1,0,1,3.0,RCB,Maharashtra Cricket Association Stadium,2022-04-09,2022
118,Daryl Mitchell,1.0,7,0,0,1,0.0,RCB,Maharashtra Cricket Association Stadium,2022-04-26,2022
119,Abdul Samad,1.0,8,0,0,1,0.0,LSG,DY Patil Stadium,2022-04-04,2022
120,Shashank Singh,1.0,10,0,0,1,0.0,KKR,Brabourne - CCI,2022-04-15,2022
121,Shivam Dube,1.0,11,0,0,1,0.0,KKR,Wankhede Stadium,2022-03-26,2022
122,Aman Khan,1.0,13,0,0,1,0.0,SRH,Brabourne - CCI,2022-04-15,2022
123,Nitish Rana,1.0,14,0,0,1,0.0,DC,Wankhede Stadium,2022-04-28,2022
124,Yashasvi Jaiswal,0.1,6,0,0,0,0.0,RCB,Wankhede Stadium,2022-04-05,2022
125,Rovman Powell,1.0,17,0,0,0,0.0,KKR,Brabourne - CCI,2022-04-10,2022
