POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date,Year
147,Abhishek Nayar,10,6,166.66,0,1,DEC,Kingsmead,2009-04-25,2009
148,Harbhajan Singh,10,6,166.66,0,1,DC,Buffalo Park,2009-05-08,2009
149,Herschelle Gibbs,43,26,165.38,5,1,KKR,Newlands,2009-04-19,2009
150,Venugopal Rao,28,17,164.7,2,1,MI,Supersport Park,2009-05-06,2009
1,Murali Vijay,127,56,226.78,8,11,RR,Chidambaram,2010-04-03,2010
2,Yusuf Pathan,100,37,270.27,9,8,MI,Brabourne Stadium,2010-03-13,2010
3,Yusuf Pathan,73,34,214.7,2,8,DEC,Narendra Modi Stadium,2010-03-26,2010
4,Chris Gayle,88,42,209.52,6,8,PBKS,Eden Gardens,2010-04-04,2010
5,Matthew Hayden,93,43,216.27,9,7,DC,Arun Jaitley Stadium,2010-03-19,2010
6,Paul Collingwood,75,46,163.04,3,7,RCB,Arun Jaitley Stadium,2010-04-04,2010
7,Murali Vijay,78,39,200.0,4,6,RCB,Chidambaram,2010-03-31,2010
8,Robin Uthappa,68,38,178.94,3,6,CSK,M. Chinnaswamy Stadium,2010-03-23,2010
9,Naman Ojha,94,55,170.9,8,6,CSK,Chidambaram,2010-04-03,2010
10,Kieron Pollard,45,13,346.15,2,5,DC,Brabourne Stadium,2010-04-13,2010
11,Shane Watson,60,25,240.0,5,5,CSK,Chidambaram,2010-04-03,2010
12,Virender Sehwag,75,34,220.58,8,5,RR,Narendra Modi Stadium,2010-03-15,2010
13,Irfan Pathan,60,29,206.89,3,5,DEC,Barabati Stadium,2010-03-19,2010
14,Albie Morkel,62,34,182.35,3,5,RR,Chidambaram,2010-04-03,2010
15,Andrew Symonds,54,30,180.0,3,5,DC,Arun Jaitley Stadium,2010-04-18,2010
16,Naman Ojha,80,49,163.26,6,5,CSK,Narendra Modi Stadium,2010-03-28,2010
17,Sourav Ganguly,88,54,162.96,9,5,DEC,Eden Gardens,2010-04-01,2010
18,Jacques Kallis,89,55,161.81,8,5,PBKS,M. Chinnaswamy Stadium,2010-03-16,2010
19,David Warner,107,69,155.07,9,5,KKR,Arun Jaitley Stadium,2010-03-29,2010
20,Shaun Marsh,88,57,154.38,8,5,CSK,HPCA Stadium,2010-04-18,2010
21,Robin Uthappa,51,21,242.85,4,4,PBKS,M. Chinnaswamy Stadium,2010-03-16,2010
22,Robin Uthappa,50,22,227.27,4,4,KKR,M. Chinnaswamy Stadium,2010-04-10,2010
23,Dinesh Karthik,69,38,181.57,6,4,RR,Arun Jaitley Stadium,2010-03-31,2010
24,David Warner,57,33,172.72,4,4,DEC,Barabati Stadium,2010-03-21,2010
25,Ambati Rayudu,46,27,170.37,3,4,RCB,M. Chinnaswamy Stadium,2010-04-17,2010
26,Saurabh Tiwary,52,31,167.74,3,4,RCB,DY Patil Stadium,2010-04-21,2010
27,Virat Kohli,58,35,165.71,4,4,DEC,M. Chinnaswamy Stadium,2010-04-08,2010
28,Manvinder Bisla,75,51,147.05,7,4,RCB,M. Chinnaswamy Stadium,2010-03-16,2010
29,Angelo Mathews,65,46,141.3,5,4,DEC,DY Patil Stadium,2010-03-12,2010
30,Kieron Pollard,20,7,285.71,0,3,RCB,M. Chinnaswamy Stadium,2010-04-17,2010
31,Kieron Pollard,33,13,253.84,1,3,RCB,DY Patil Stadium,2010-04-21,2010
32,Albie Morkel,28,12,233.33,1,3,RR,Narendra Modi Stadium,2010-03-28,2010
33,Adam Gilchrist,38,17,223.52,4,3,CSK,Chidambaram,2010-03-14,2010
34,JP Duminy,42,19,221.05,3,3,RCB,M. Chinnaswamy Stadium,2010-04-17,2010
35,Andrew Symonds,53,24,220.83,5,3,RCB,M. Chinnaswamy Stadium,2010-04-08,2010
36,Ross Taylor,22,10,220.0,0,3,DC,Arun Jaitley Stadium,2010-04-04,2010
37,Yuvraj Singh,33,16,206.25,2,3,KKR,Eden Gardens,2010-04-04,2010
38,Adam Gilchrist,34,17,200.0,3,3,RR,Vidarbha Cricket Association Stadium,2010-04-05,2010
39,Suresh Raina,78,39,200.0,11,3,KKR,Chidambaram,2010-04-13,2010
40,MS Dhoni,66,33,200.0,6,3,KKR,Eden Gardens,2010-03-16,2010
41,Virender Sehwag,74,38,194.73,10,3,CSK,Arun Jaitley Stadium,2010-03-19,2010
42,Mahela Jayawardena,110,59,186.44,14,3,KKR,Eden Gardens,2010-04-04,2010
43,Rohit Sharma,68,38,178.94,6,3,PBKS,HPCA Stadium,2010-04-16,2010
44,Yuvraj Singh,28,16,175.0,1,3,RR,Sawai Mansingh Stadium,2010-04-07,2010
45,Suresh Raina,46,27,170.37,5,3,PBKS,HPCA Stadium,2010-04-18,2010
46,Robin Uthappa,34,20,170.0,0,3,DEC,Vidarbha Cricket Association Stadium,2010-04-12,2010
47,Saurabh Tiwary,61,37,164.86,4,3,DC,Arun Jaitley Stadium,2010-03-17,2010
48,Shikhar Dhawan,56,34,164.7,5,3,CSK,Brabourne Stadium,2010-03-25,2010
49,Suresh Raina,57,35,162.85,3,3,MI,DY Patil Stadium,2010-04-25,2010
50,Ambati Rayudu,34,21,161.9,1,3,DC,Arun Jaitley Stadium,2010-03-17,2010
51,Albie Morkel,42,26,161.53,1,3,DEC,Chidambaram,2010-03-14,2010
52,Shane Watson,58,36,161.11,3,3,DEC,Vidarbha Cricket Association Stadium,2010-04-05,2010
53,Virender Sehwag,64,40,160.0,6,3,KKR,Eden Gardens,2010-04-07,2010
54,Suresh Raina,83,52,159.61,7,3,MI,Brabourne Stadium,2010-03-25,2010
55,Adam Gilchrist,54,35,154.28,3,3,KKR,DY Patil Stadium,2010-03-12,2010
56,Rohit Sharma,45,30,150.0,3,3,DC,Barabati Stadium,2010-03-21,2010
57,Manish Pandey,38,26,146.15,2,3,PBKS,M. Chinnaswamy Stadium,2010-03-16,2010
58,Suresh Raina,49,34,144.11,3,3,DC,Arun Jaitley Stadium,2010-03-19,2010
59,Harbhajan Singh,33,23,143.47,2,3,CSK,Chidambaram,2010-04-06,2010
60,Rohit Sharma,49,35,140.0,2,3,RR,Narendra Modi Stadium,2010-03-26,2010
61,Andrew Symonds,53,38,139.47,3,3,PBKS,Barabati Stadium,2010-03-19,2010
62,Tirumalasetti Suman,43,31,138.7,3,3,PBKS,HPCA Stadium,2010-04-16,2010
63,Tirumalasetti Suman,78,57,136.84,6,3,RCB,M. Chinnaswamy Stadium,2010-04-08,2010
64,Mohnish Mishra,41,30,136.66,1,3,RCB,Vidarbha Cricket Association Stadium,2010-04-12,2010
65,Owais Shah,58,46,126.08,3,3,DEC,DY Patil Stadium,2010-03-12,2010
66,Saurabh Tiwary,44,35,125.71,1,3,DEC,Brabourne Stadium,2010-04-03,2010
67,Paul Collingwood,51,42,121.42,1,3,DEC,Arun Jaitley Stadium,2010-04-18,2010
68,Andrew Symonds,50,43,116.27,3,3,CSK,Chidambaram,2010-03-14,2010
69,Cameron White,13,3,433.33,0,2,DEC,M. Chinnaswamy Stadium,2010-04-08,2010
70,Adam Gilchrist,33,12,275.0,4,2,PBKS,Barabati Stadium,2010-03-19,2010
71,Robin Uthappa,22,8,275.0,1,2,PBKS,IS Bindra Stadium,2010-04-02,2010
72,Harbhajan Singh,49,18,272.22,8,2,DEC,DY Patil Stadium,2010-03-28,2010
73,Kieron Pollard,27,10,270.0,3,2,CSK,DY Patil Stadium,2010-04-25,2010
74,Mahela Jayawardena,21,8,262.5,2,2,CSK,HPCA Stadium,2010-04-18,2010
75,David Warner,33,14,235.71,3,2,RCB,M. Chinnaswamy Stadium,2010-03-25,2010
76,Rajat Bhatia,21,9,233.33,1,2,CSK,Arun Jaitley Stadium,2010-03-19,2010
77,Kevin Pietersen,62,29,213.79,10,2,RR,Sawai Mansingh Stadium,2010-04-14,2010
78,Cheteshwar Pujara,16,8,200.0,0,2,RCB,M. Chinnaswamy Stadium,2010-04-10,2010
79,Robin Uthappa,26,13,200.0,2,2,MI,DY Patil Stadium,2010-04-21,2010
80,Manvinder Bisla,35,18,194.44,4,2,RR,IS Bindra Stadium,2010-03-24,2010
81,Michael Lumb,83,43,193.02,16,2,PBKS,Sawai Mansingh Stadium,2010-04-07,2010
82,Chris Gayle,40,21,190.47,5,2,DC,Eden Gardens,2010-04-07,2010
83,Ambati Rayudu,55,29,189.65,6,2,DEC,Brabourne Stadium,2010-04-03,2010
84,Michael Lumb,30,16,187.5,3,2,CSK,Narendra Modi Stadium,2010-03-28,2010
85,MS Dhoni,54,29,186.2,5,2,PBKS,HPCA Stadium,2010-04-18,2010
86,Yuvraj Singh,36,20,180.0,3,2,RCB,IS Bindra Stadium,2010-04-02,2010
87,Herschelle Gibbs,25,14,178.57,2,2,RR,Narendra Modi Stadium,2010-03-26,2010
88,Kumar Sangakkara,38,22,172.72,2,2,KKR,Eden Gardens,2010-04-04,2010
89,Manoj Tiwary,50,29,172.41,6,2,RCB,Eden Gardens,2010-03-14,2010
90,Kedar Jadhav,50,29,172.41,5,2,RCB,M. Chinnaswamy Stadium,2010-03-25,2010
91,Yusuf Pathan,24,14,171.42,2,2,DC,Arun Jaitley Stadium,2010-03-31,2010
92,Dinesh Karthik,46,27,170.37,4,2,DEC,Barabati Stadium,2010-03-21,2010
93,Aditya Tare,17,10,170.0,0,2,DC,Arun Jaitley Stadium,2010-03-17,2010
94,Laxmi Ratan Shukla,17,10,170.0,0,2,CSK,Chidambaram,2010-04-13,2010
95,Herschelle Gibbs,27,16,168.75,3,2,MI,DY Patil Stadium,2010-03-28,2010
96,Adam Gilchrist,32,19,168.42,3,2,RCB,M. Chinnaswamy Stadium,2010-04-08,2010
97,Adam Voges,37,22,168.18,2,2,KKR,Narendra Modi Stadium,2010-03-20,2010
98,Ambati Rayudu,55,33,166.66,6,2,RR,Brabourne Stadium,2010-03-13,2010
99,Rohit Sharma,73,44,165.9,8,2,RR,Vidarbha Cricket Association Stadium,2010-04-05,2010
100,Angelo Mathews,46,28,164.28,3,2,DC,Eden Gardens,2010-04-07,2010
101,Robin Uthappa,21,13,161.53,1,2,CSK,Chidambaram,2010-03-31,2010
102,Yusuf Pathan,21,13,161.53,0,2,PBKS,Sawai Mansingh Stadium,2010-04-07,2010
103,Rohit Sharma,45,28,160.71,3,2,MI,DY Patil Stadium,2010-03-28,2010
104,Saurabh Tiwary,53,33,160.6,4,2,RR,Brabourne Stadium,2010-03-13,2010
105,Manoj Tiwary,75,47,159.57,8,2,PBKS,IS Bindra Stadium,2010-03-27,2010
106,Virender Sehwag,35,22,159.09,5,2,RCB,Arun Jaitley Stadium,2010-04-04,2010
107,MF Maharoof,28,18,155.55,2,2,MI,Arun Jaitley Stadium,2010-03-17,2010
108,Matthew Hayden,17,11,154.54,0,2,DEC,Chidambaram,2010-03-14,2010
109,Ravi Bopara,77,50,154.0,9,2,RCB,M. Chinnaswamy Stadium,2010-03-16,2010
110,Yuvraj Singh,43,28,153.57,4,2,CSK,Chidambaram,2010-03-21,2010
111,Sachin Tendulkar,89,59,150.84,10,2,RR,Sawai Mansingh Stadium,2010-04-11,2010
112,Mahela Jayawardena,93,62,150.0,13,2,DEC,HPCA Stadium,2010-04-16,2010
113,David Warner,33,22,150.0,3,2,RCB,Arun Jaitley Stadium,2010-04-04,2010
114,Murali Vijay,42,28,150.0,4,2,RR,Narendra Modi Stadium,2010-03-28,2010
115,Sourav Ganguly,75,50,150.0,11,2,RR,Eden Gardens,2010-04-17,2010
116,Rahul Dravid,52,35,148.57,5,2,KKR,M. Chinnaswamy Stadium,2010-04-10,2010
117,Manish Pandey,40,27,148.14,3,2,MI,Brabourne Stadium,2010-03-20,2010
118,Subramaniam Badrinath,53,36,147.22,7,2,PBKS,HPCA Stadium,2010-04-18,2010
119,Andrew Symonds,35,24,145.83,3,2,DC,Barabati Stadium,2010-03-21,2010
120,MS Dhoni,42,29,144.82,3,2,DEC,Chidambaram,2010-03-14,2010
121,Chris Gayle,30,21,142.85,2,2,DC,Arun Jaitley Stadium,2010-03-29,2010
122,Virat Kohli,17,12,141.66,0,2,MI,Brabourne Stadium,2010-03-20,2010
123,Paras Dogra,41,29,141.37,2,2,MI,Brabourne Stadium,2010-03-13,2010
124,Kevin Pietersen,29,21,138.09,1,2,DEC,DY Patil Stadium,2010-04-24,2010
125,Matthew Hayden,33,24,137.5,4,2,PBKS,Chidambaram,2010-03-21,2010
126,Murali Vijay,26,19,136.84,1,2,MI,DY Patil Stadium,2010-04-25,2010
127,Saurabh Tiwary,38,28,135.71,1,2,DC,Brabourne Stadium,2010-04-13,2010
128,Saurabh Tiwary,31,23,134.78,1,2,PBKS,Brabourne Stadium,2010-03-30,2010
129,Brendon McCullum,45,36,125.0,5,2,RCB,M. Chinnaswamy Stadium,2010-04-10,2010
130,Tirumalasetti Suman,55,44,125.0,4,2,CSK,Vidarbha Cricket Association Stadium,2010-04-10,2010
131,Murali Vijay,50,40,125.0,4,2,KKR,Chidambaram,2010-04-13,2010
132,JP Duminy,35,28,125.0,1,2,PBKS,IS Bindra Stadium,2010-04-09,2010
133,Chris Gayle,75,60,125.0,7,2,MI,Brabourne Stadium,2010-03-22,2010
134,Suresh Raina,52,42,123.8,4,2,DEC,Vidarbha Cricket Association Stadium,2010-04-10,2010
135,Andrew Symonds,27,22,122.72,1,2,CSK,Vidarbha Cricket Association Stadium,2010-04-10,2010
136,Herschelle Gibbs,31,26,119.23,2,2,DC,Barabati Stadium,2010-03-21,2010
137,Paul Collingwood,53,45,117.77,3,2,KKR,Arun Jaitley Stadium,2010-03-29,2010
138,Abhishek Raut,20,17,117.64,0,2,MI,Sawai Mansingh Stadium,2010-04-11,2010
139,Sourav Ganguly,42,36,116.66,4,2,MI,Eden Gardens,2010-04-19,2010
140,David Hussey,31,27,114.81,1,2,DEC,Eden Gardens,2010-04-01,2010
141,Owais Shah,19,17,111.76,0,2,RR,Narendra Modi Stadium,2010-03-20,2010
142,Paras Dogra,29,26,111.53,1,2,DC,Narendra Modi Stadium,2010-03-15,2010
143,Yusuf Pathan,26,24,108.33,1,2,RCB,M. Chinnaswamy Stadium,2010-03-18,2010
144,Abhishek Nayar,27,26,103.84,1,2,CSK,DY Patil Stadium,2010-04-25,2010
145,Sourav Ganguly,33,32,103.12,2,2,RCB,M. Chinnaswamy Stadium,2010-04-10,2010
146,Angelo Mathews,48,48,100.0,3,2,CSK,Chidambaram,2010-04-13,2010
147,Parthiv Patel,57,58,98.27,4,2,PBKS,Chidambaram,2010-03-21,2010
148,Irfan Pathan,16,5,320.0,2,1,RCB,IS Bindra Stadium,2010-04-02,2010
149,Zaheer Khan,23,9,255.55,3,1,RCB,Brabourne Stadium,2010-03-20,2010
150,Irfan Pathan,15,6,250.0,1,1,MI,IS Bindra Stadium,2010-04-09,2010
1,Chris Gayle,107,49,218.36,10,9,PBKS,M. Chinnaswamy Stadium,2011-05-06,2011
2,Adam Gilchrist,106,55,192.72,8,9,RCB,HPCA Stadium,2011-05-17,2011
3,Chris Gayle,102,55,185.45,10,7,KKR,Eden Gardens,2011-04-22,2011
4,Virender Sehwag,119,56,212.5,13,6,DEC,Rajiv Gandhi Intl. Cricket Stadium,2011-05-05,2011
5,Shaun Marsh,95,46,206.52,9,6,DC,Arun Jaitley Stadium,2011-04-23,2011
6,Shane Watson,89,47,189.36,9,6,MI,Wankhede Stadium,2011-05-20,2011
7,Murali Vijay,95,52,182.69,4,6,RCB,Chidambaram,2011-05-28,2011
8,MS Dhoni,70,40,175.0,3,6,RCB,M. Chinnaswamy Stadium,2011-05-22,2011
9,Chris Gayle,75,50,150.0,4,6,CSK,M. Chinnaswamy Stadium,2011-05-22,2011
10,Suresh Raina,73,50,146.0,4,6,RCB,Wankhede Stadium,2011-05-24,2011
11,Chris Gayle,44,16,275.0,3,5,KTK,M. Chinnaswamy Stadium,2011-05-08,2011
12,Jesse Ryder,60,27,222.22,5,5,DC,DY Patil Stadium,2011-04-17,2011
13,Dinesh Karthik,69,33,209.09,7,5,KTK,Holkar Cricket Stadium,2011-05-13,2011
14,Yuvraj Singh,66,32,206.25,4,5,DC,DY Patil Stadium,2011-04-17,2011
15,Chris Gayle,89,47,189.36,9,5,MI,Chidambaram,2011-05-27,2011
16,Rohit Sharma,87,48,181.25,8,5,CSK,Wankhede Stadium,2011-04-22,2011
17,Virender Sehwag,80,47,170.21,8,5,KTK,Jawaharlal Nehru Stadium,2011-04-30,2011
18,Shaun Marsh,79,49,161.22,7,5,RCB,HPCA Stadium,2011-05-17,2011
19,Paul Valthaty,75,47,159.57,8,5,DEC,Rajiv Gandhi Intl. Cricket Stadium,2011-04-16,2011
20,AB de Villiers,54,40,135.0,1,5,KTK,Jawaharlal Nehru Stadium,2011-04-09,2011
21,Brendon McCullum,29,12,241.66,1,4,RR,Holkar Cricket Stadium,2011-05-15,2011
22,Virender Sehwag,77,35,220.0,8,4,PBKS,Arun Jaitley Stadium,2011-04-23,2011
23,MS Dhoni,63,31,203.22,5,4,DC,Chidambaram,2011-05-12,2011
24,Chris Gayle,49,26,188.46,4,4,PWI,M. Chinnaswamy Stadium,2011-04-29,2011
25,Sunny Sohal,56,30,186.66,6,4,CSK,Chidambaram,2011-05-01,2011
26,JP Duminy,55,31,177.41,2,4,DC,Rajiv Gandhi Intl. Cricket Stadium,2011-05-05,2011
27,Murali Vijay,74,43,172.09,6,4,PBKS,IS Bindra Stadium,2011-04-13,2011
28,Ambati Rayudu,53,33,160.6,3,4,KTK,Wankhede Stadium,2011-04-15,2011
29,David Warner,77,48,160.41,7,4,PBKS,Arun Jaitley Stadium,2011-04-23,2011
30,Virat Kohli,67,42,159.52,4,4,PWI,M. Chinnaswamy Stadium,2011-04-29,2011
31,Chris Gayle,70,44,159.09,7,4,RR,Sawai Mansingh Stadium,2011-05-11,2011
32,Venugopal Rao,60,40,150.0,4,4,RR,Sawai Mansingh Stadium,2011-04-12,2011
33,Yuvraj Singh,62,43,144.18,3,4,CSK,DY Patil Stadium,2011-04-27,2011
34,Albie Morkel,19,6,316.66,0,3,DEC,Chidambaram,2011-05-01,2011
35,Albie Morkel,28,10,280.0,1,3,RCB,Wankhede Stadium,2011-05-24,2011
36,Tirumalasetti Suman,36,16,225.0,3,3,PWI,DY Patil Stadium,2011-05-04,2011
37,MS Dhoni,41,19,215.78,3,3,RR,Sawai Mansingh Stadium,2011-05-09,2011
38,Yusuf Pathan,46,24,191.66,3,3,RCB,Eden Gardens,2011-04-22,2011
39,Yusuf Pathan,47,26,180.76,3,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,2011-05-03,2011
40,Yuvraj Singh,41,23,178.26,2,3,RCB,M. Chinnaswamy Stadium,2011-04-29,2011
41,Bharat Chipli,61,35,174.28,5,3,RCB,Rajiv Gandhi Intl. Cricket Stadium,2011-04-14,2011
42,Shaun Marsh,71,42,169.04,6,3,RR,IS Bindra Stadium,2011-04-21,2011
43,Rohit Sharma,56,34,164.7,5,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,2011-04-24,2011
44,Shaun Marsh,46,28,164.28,5,3,DC,HPCA Stadium,2011-05-15,2011
45,Ravindra Jadeja,29,18,161.11,1,3,KKR,Eden Gardens,2011-04-20,2011
46,Virat Kohli,70,44,159.09,5,3,CSK,Wankhede Stadium,2011-05-24,2011
47,Venugopal Rao,31,20,155.0,1,3,PWI,DY Patil Stadium,2011-04-17,2011
48,Shane Watson,20,13,153.84,0,3,KTK,Holkar Cricket Stadium,2011-05-15,2011
49,Rohit Sharma,49,32,153.12,2,3,DC,Wankhede Stadium,2011-05-07,2011
50,Sachin Tendulkar,100,66,151.51,12,3,KTK,Wankhede Stadium,2011-04-15,2011
51,Yusuf Pathan,36,24,150.0,2,3,RCB,M. Chinnaswamy Stadium,2011-05-14,2011
52,Paul Valthaty,46,31,148.38,4,3,RR,IS Bindra Stadium,2011-04-21,2011
53,Ashok Menaria,22,15,146.66,0,3,DC,Sawai Mansingh Stadium,2011-04-12,2011
54,Ryan ten Doeschate,70,49,142.85,6,3,MI,Wankhede Stadium,2011-05-25,2011
55,Brendon McCullum,47,33,142.42,4,3,CSK,Jawaharlal Nehru Stadium,2011-04-18,2011
56,Ravindra Jadeja,47,33,142.42,3,3,PWI,DY Patil Stadium,2011-04-13,2011
57,Jacques Kallis,59,42,140.47,4,3,MI,Eden Gardens,2011-05-22,2011
58,Michael Hussey,63,45,140.0,3,3,RCB,Chidambaram,2011-05-28,2011
59,Wriddhiman Saha,46,33,139.39,1,3,KTK,Chidambaram,2011-05-18,2011
60,Virat Kohli,71,51,139.21,5,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,2011-04-14,2011
61,Adam Gilchrist,61,46,132.6,5,3,DEC,Rajiv Gandhi Intl. Cricket Stadium,2011-04-16,2011
62,Murali Vijay,53,40,132.5,2,3,RR,Sawai Mansingh Stadium,2011-05-09,2011
63,Mitchell Marsh,37,28,132.14,1,3,DEC,DY Patil Stadium,2011-05-16,2011
64,Ashok Menaria,29,22,131.81,0,3,PWI,Sawai Mansingh Stadium,2011-05-01,2011
65,Manoj Tiwary,61,47,129.78,2,3,DC,Arun Jaitley Stadium,2011-04-28,2011
66,Manish Pandey,59,47,125.53,4,3,MI,DY Patil Stadium,2011-05-04,2011
67,Paul Valthaty,62,50,124.0,7,3,DC,HPCA Stadium,2011-05-15,2011
68,Saurabh Tiwary,42,34,123.52,1,3,CSK,Chidambaram,2011-05-28,2011
69,Chris Gayle,38,12,316.66,6,2,KKR,M. Chinnaswamy Stadium,2011-05-14,2011
70,Ambati Rayudu,17,6,283.33,0,2,KKR,Eden Gardens,2011-05-22,2011
71,Ravindra Jadeja,16,6,266.66,0,2,CSK,Jawaharlal Nehru Stadium,2011-04-18,2011
72,Robin Uthappa,31,13,238.46,3,2,KTK,DY Patil Stadium,2011-04-13,2011
73,Naman Ojha,19,8,237.5,1,2,PBKS,Arun Jaitley Stadium,2011-04-23,2011
74,Yuvraj Singh,35,15,233.33,5,2,PBKS,IS Bindra Stadium,2011-05-08,2011
75,Ravindra Jadeja,25,11,227.27,2,2,MI,Wankhede Stadium,2011-04-15,2011
76,MS Dhoni,43,20,215.0,4,2,PBKS,IS Bindra Stadium,2011-04-13,2011
77,Dan Christian,30,14,214.28,2,2,PBKS,Rajiv Gandhi Intl. Cricket Stadium,2011-04-16,2011
78,Yogesh Nagar,23,11,209.09,1,2,DEC,Arun Jaitley Stadium,2011-04-19,2011
79,Aaron Finch,25,12,208.33,1,2,PWI,DY Patil Stadium,2011-04-17,2011
80,David Hussey,20,10,200.0,0,2,DC,Arun Jaitley Stadium,2011-04-23,2011
81,Brendon McCullum,37,19,194.73,5,2,DC,Arun Jaitley Stadium,2011-05-02,2011
82,Brad Hodge,33,17,194.11,5,2,RR,Holkar Cricket Stadium,2011-05-15,2011
83,AB de Villiers,27,14,192.85,2,2,PBKS,M. Chinnaswamy Stadium,2011-05-06,2011
84,Dan Christian,25,13,192.3,1,2,KKR,Eden Gardens,2011-04-11,2011
85,Owais Shah,23,12,191.66,1,2,PBKS,Holkar Cricket Stadium,2011-05-13,2011
86,Paul Valthaty,120,63,190.47,19,2,CSK,IS Bindra Stadium,2011-04-13,2011
87,David Warner,19,10,190.0,1,2,PWI,Arun Jaitley Stadium,2011-05-21,2011
88,Piyush Chawla,13,7,185.71,0,2,DEC,HPCA Stadium,2011-05-21,2011
89,Irfan Pathan,13,7,185.71,0,2,RCB,Arun Jaitley Stadium,2011-04-26,2011
90,Brad Hodge,35,19,184.21,3,2,KKR,Jawaharlal Nehru Stadium,2011-05-05,2011
91,Kieron Pollard,20,11,181.81,1,2,PBKS,Wankhede Stadium,2011-05-02,2011
92,Manoj Tiwary,27,15,180.0,1,2,CSK,Chidambaram,2011-04-08,2011
93,Naman Ojha,25,14,178.57,3,2,CSK,Chidambaram,2011-05-12,2011
94,Mohnish Mishra,37,21,176.19,2,2,KTK,DY Patil Stadium,2011-04-13,2011
95,Jesse Ryder,35,20,175.0,5,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,2011-05-10,2011
96,Paul Valthaty,17,10,170.0,1,2,KTK,Holkar Cricket Stadium,2011-05-13,2011
97,Aiden Blizzard,51,30,170.0,7,2,KKR,Wankhede Stadium,2011-05-25,2011
98,Shane Watson,22,13,169.23,0,2,KKR,Sawai Mansingh Stadium,2011-04-15,2011
99,MS Dhoni,22,13,169.23,0,2,RCB,Chidambaram,2011-05-28,2011
100,Suresh Raina,59,35,168.57,6,2,DEC,Chidambaram,2011-05-01,2011
101,David Warner,46,28,164.28,6,2,PWI,DY Patil Stadium,2011-04-17,2011
102,Luke Pomersbach,29,18,161.11,2,2,CSK,Wankhede Stadium,2011-05-24,2011
103,Yogesh Nagar,19,12,158.33,0,2,KKR,Arun Jaitley Stadium,2011-04-28,2011
104,Robin Uthappa,22,14,157.14,1,2,PBKS,DY Patil Stadium,2011-04-10,2011
105,Ambati Rayudu,59,39,151.28,7,2,DC,Wankhede Stadium,2011-05-07,2011
106,Jesse Ryder,51,34,150.0,4,2,RCB,M. Chinnaswamy Stadium,2011-04-29,2011
107,Ross Taylor,21,14,150.0,1,2,DEC,Rajiv Gandhi Intl. Cricket Stadium,2011-04-09,2011
108,Venugopal Rao,30,20,150.0,2,2,CSK,Chidambaram,2011-05-12,2011
109,Subramaniam Badrinath,71,48,147.91,7,2,MI,Wankhede Stadium,2011-04-22,2011
110,AB de Villiers,65,44,147.72,5,2,CSK,Chidambaram,2011-04-16,2011
111,Murali Vijay,31,21,147.61,3,2,RCB,Chidambaram,2011-04-16,2011
112,Virat Kohli,56,38,147.36,8,2,DC,Arun Jaitley Stadium,2011-04-26,2011
113,Dwaraka Ravi Teja,60,41,146.34,5,2,PBKS,HPCA Stadium,2011-05-21,2011
114,Mahela Jayawardena,76,52,146.15,8,2,PBKS,Holkar Cricket Stadium,2011-05-13,2011
115,Suresh Raina,19,13,146.15,1,2,KTK,Chidambaram,2011-05-18,2011
116,Naman Ojha,16,11,145.45,0,2,RCB,Arun Jaitley Stadium,2011-04-26,2011
117,Subramaniam Badrinath,63,44,143.18,6,2,PWI,DY Patil Stadium,2011-04-27,2011
118,Manoj Tiwary,30,21,142.85,2,2,DEC,Eden Gardens,2011-04-11,2011
119,Shikhar Dhawan,24,17,141.17,1,2,PWI,Rajiv Gandhi Intl. Cricket Stadium,2011-05-10,2011
120,Robin Uthappa,31,22,140.9,2,2,CSK,DY Patil Stadium,2011-04-27,2011
121,Brendon McCullum,45,32,140.62,4,2,RCB,Jawaharlal Nehru Stadium,2011-04-09,2011
122,Shaun Marsh,42,30,140.0,5,2,KTK,Holkar Cricket Stadium,2011-05-13,2011
123,Paul Valthaty,14,10,140.0,0,2,DC,Arun Jaitley Stadium,2011-04-23,2011
124,Ross Taylor,35,25,140.0,2,2,KKR,Sawai Mansingh Stadium,2011-04-15,2011
125,Adam Gilchrist,51,37,137.83,6,2,DEC,HPCA Stadium,2011-05-21,2011
126,Mayank Agarwal,33,24,137.5,2,2,KTK,Jawaharlal Nehru Stadium,2011-04-09,2011
127,Davy Jacobs,22,16,137.5,2,2,RCB,M. Chinnaswamy Stadium,2011-04-12,2011
128,Dan Christian,26,19,136.84,1,2,RR,Rajiv Gandhi Intl. Cricket Stadium,2011-04-09,2011
129,Suresh Raina,34,25,136.0,1,2,PWI,DY Patil Stadium,2011-04-27,2011
130,Brendon McCullum,81,60,135.0,10,2,MI,Wankhede Stadium,2011-04-15,2011
131,Ross Taylor,47,35,134.28,4,2,PWI,Sawai Mansingh Stadium,2011-05-01,2011
132,Mahela Jayawardena,55,41,134.14,2,2,KKR,Jawaharlal Nehru Stadium,2011-05-05,2011
133,Kieron Pollard,28,21,133.33,2,2,PWI,DY Patil Stadium,2011-05-04,2011
