POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date,Year
120,Aaron Finch,50,32,156.25,7,2,SRH,Arun Jaitley Stadium,2016-05-27,2016
121,Sarfaraz Khan,28,18,155.55,2,2,MI,Wankhede Stadium,2016-04-20,2016
122,Rohit Sharma,84,54,155.55,10,2,KKR,Eden Gardens,2016-04-13,2016
123,Andre Russell,17,11,154.54,0,2,RPS,Maharashtra Cricket Association's International Stadium,2016-04-24,2016
124,Virat Kohli,54,35,154.28,5,2,SRH,M. Chinnaswamy Stadium,2016-05-29,2016
125,Travis Head,37,24,154.16,2,2,MI,Wankhede Stadium,2016-04-20,2016
126,Ajinkya Rahane,74,48,154.16,8,2,RCB,M. Chinnaswamy Stadium,2016-05-07,2016
127,Yusuf Pathan,52,34,152.94,3,2,SRH,Eden Gardens,2016-05-22,2016
128,Dwayne Smith,32,21,152.38,3,2,RCB,Saurashtra Cricket Association Stadium,2016-04-24,2016
129,Kevin Pietersen,21,14,150.0,0,2,MI,Wankhede Stadium,2016-04-09,2016
130,MS Dhoni,30,20,150.0,1,2,SRH,ACA-VDCA Stadium,2016-05-10,2016
131,Moises Henriques,31,21,147.61,1,2,KKR,Arun Jaitley Stadium,2016-05-25,2016
132,AB de Villiers,47,32,146.87,3,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,2016-04-30,2016
133,Robin Uthappa,70,49,142.85,6,2,PBKS,Eden Gardens,2016-05-04,2016
134,Quinton de Kock,40,28,142.85,4,2,MI,ACA-VDCA Stadium,2016-05-15,2016
135,Manish Pandey,50,35,142.85,5,2,RCB,Eden Gardens,2016-05-16,2016
136,Faf du Plessis,30,21,142.85,3,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,2016-04-26,2016
137,Quinton de Kock,44,31,141.93,5,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,2016-05-12,2016
138,David Warner,24,17,141.17,1,2,GL,Rajiv Gandhi Intl. Cricket Stadium,2016-05-06,2016
139,Parthiv Patel,81,58,139.65,10,2,PBKS,IS Bindra Stadium,2016-04-25,2016
140,Aaron Finch,50,36,138.88,7,2,RPS,Saurashtra Cricket Association Stadium,2016-04-14,2016
141,Rohit Sharma,68,49,138.77,8,2,KKR,Wankhede Stadium,2016-04-28,2016
142,Robin Uthappa,72,52,138.46,6,2,DC,Arun Jaitley Stadium,2016-04-30,2016
143,MS Dhoni,27,20,135.0,1,2,DC,Arun Jaitley Stadium,2016-05-05,2016
144,Yusuf Pathan,36,27,133.33,2,2,RPS,Maharashtra Cricket Association's International Stadium,2016-04-24,2016
145,Naman Ojha,37,28,132.14,2,2,KKR,Rajiv Gandhi Intl. Cricket Stadium,2016-04-16,2016
146,Sanju Samson,34,26,130.76,0,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,2016-05-12,2016
147,Virat Kohli,80,63,126.98,7,2,RPS,Maharashtra Cricket Association's International Stadium,2016-04-22,2016
148,Saurabh Tiwary,57,45,126.66,4,2,MI,Maharashtra Cricket Association's International Stadium,2016-05-01,2016
149,Sanju Samson,60,48,125.0,4,2,MI,Arun Jaitley Stadium,2016-04-23,2016
150,Suryakumar Yadav,60,49,122.44,6,2,RPS,Maharashtra Cricket Association's International Stadium,2016-04-24,2016
1,Rishabh Pant,97,43,225.58,6,9,GL,Arun Jaitley Stadium,2017-05-04,2017
2,AB de Villiers,89,46,193.47,3,9,PBKS,Holkar Cricket Stadium,2017-04-10,2017
3,Chris Lynn,93,41,226.82,6,8,GL,Saurashtra Cricket Association Stadium,2017-04-07,2017
4,David Warner,126,59,213.55,10,8,KKR,Rajiv Gandhi Intl. Cricket Stadium,2017-04-30,2017
5,Chris Gayle,77,38,202.63,5,7,GL,Saurashtra Cricket Association Stadium,2017-04-18,2017
6,Sanju Samson,61,31,196.77,0,7,GL,Arun Jaitley Stadium,2017-05-04,2017
7,Nitish Rana,62,34,182.35,0,7,PBKS,Holkar Cricket Stadium,2017-04-20,2017
8,Rahul Tripathi,93,52,178.84,9,7,KKR,Eden Gardens,2017-05-03,2017
9,Brendon McCullum,72,44,163.63,2,7,RCB,Saurashtra Cricket Association Stadium,2017-04-18,2017
10,Aaron Finch,72,34,211.76,5,6,RCB,M. Chinnaswamy Stadium,2017-04-27,2017
11,Robin Uthappa,87,47,185.1,7,6,RPS,Maharashtra Cricket Association's International Stadium,2017-04-26,2017
12,Hashim Amla,104,60,173.33,8,6,MI,Holkar Cricket Stadium,2017-04-20,2017
13,Ben Stokes,103,63,163.49,7,6,GL,Maharashtra Cricket Association's International Stadium,2017-05-01,2017
14,Glenn Maxwell,47,21,223.8,2,5,MI,Wankhede Stadium,2017-05-11,2017
15,Kieron Pollard,50,24,208.33,1,5,PBKS,Wankhede Stadium,2017-05-11,2017
16,Jos Buttler,77,37,208.1,7,5,PBKS,Holkar Cricket Stadium,2017-04-20,2017
17,Dinesh Karthik,65,34,191.17,5,5,DC,Arun Jaitley Stadium,2017-05-04,2017
18,Manan Vohra,95,50,190.0,9,5,SRH,Rajiv Gandhi Intl. Cricket Stadium,2017-04-17,2017
19,Kedar Jadhav,69,37,186.48,5,5,DC,M. Chinnaswamy Stadium,2017-04-08,2017
20,Kane Williamson,89,51,174.5,6,5,DC,Rajiv Gandhi Intl. Cricket Stadium,2017-04-19,2017
21,Hashim Amla,104,60,173.33,8,5,GL,IS Bindra Stadium,2017-05-07,2017
22,Manish Pandey,81,47,172.34,5,5,MI,Wankhede Stadium,2017-04-09,2017
23,Sanju Samson,102,63,161.9,8,5,RPS,Maharashtra Cricket Association's International Stadium,2017-04-11,2017
24,Travis Head,75,47,159.57,3,5,KKR,M. Chinnaswamy Stadium,2017-05-07,2017
25,MS Dhoni,40,26,153.84,0,5,MI,Wankhede Stadium,2017-05-16,2017
26,Kieron Pollard,70,47,148.93,3,5,RCB,M. Chinnaswamy Stadium,2017-04-14,2017
27,Sunil Narine,54,17,317.64,6,4,RCB,M. Chinnaswamy Stadium,2017-05-07,2017
28,Ishan Kishan,39,16,243.75,2,4,RCB,Saurashtra Cricket Association Stadium,2017-04-18,2017
29,Rishabh Pant,38,16,237.5,2,4,KKR,Arun Jaitley Stadium,2017-04-17,2017
30,Hardik Pandya,35,15,233.33,1,4,RPS,Maharashtra Cricket Association's International Stadium,2017-04-06,2017
31,Hardik Pandya,30,13,230.76,0,4,PBKS,Wankhede Stadium,2017-05-11,2017
32,Chris Lynn,50,22,227.27,5,4,RCB,M. Chinnaswamy Stadium,2017-05-07,2017
33,Glenn Maxwell,44,20,220.0,2,4,RPS,Holkar Cricket Stadium,2017-04-08,2017
34,Glenn Maxwell,43,22,195.45,3,4,RCB,Holkar Cricket Stadium,2017-04-10,2017
35,Dwayne Smith,74,39,189.74,8,4,PBKS,IS Bindra Stadium,2017-05-07,2017
36,Robin Uthappa,53,28,189.28,4,4,SRH,Rajiv Gandhi Intl. Cricket Stadium,2017-04-30,2017
37,David Warner,51,27,188.88,4,4,PBKS,IS Bindra Stadium,2017-04-28,2017
38,Lendl Simmons,59,32,184.37,5,4,PBKS,Wankhede Stadium,2017-05-11,2017
39,Suresh Raina,84,46,182.6,9,4,KKR,Eden Gardens,2017-04-21,2017
40,Kieron Pollard,63,35,180.0,5,4,DC,Arun Jaitley Stadium,2017-05-06,2017
41,Suresh Raina,77,43,179.06,5,4,DC,Arun Jaitley Stadium,2017-05-04,2017
42,Robin Uthappa,59,33,178.78,5,4,DC,Eden Gardens,2017-04-28,2017
43,Aaron Finch,69,39,176.92,6,4,DC,Green Park,2017-05-10,2017
44,Glenn Maxwell,44,25,176.0,1,4,KKR,IS Bindra Stadium,2017-05-09,2017
45,Robin Uthappa,68,39,174.35,5,4,SRH,Eden Gardens,2017-04-15,2017
46,David Warner,76,45,168.88,6,4,GL,Rajiv Gandhi Intl. Cricket Stadium,2017-04-09,2017
47,Rishabh Pant,57,36,158.33,3,4,RCB,M. Chinnaswamy Stadium,2017-04-08,2017
48,Lendl Simmons,66,43,153.48,5,4,DC,Arun Jaitley Stadium,2017-05-06,2017
49,Ishan Kishan,61,40,152.5,5,4,SRH,Green Park,2017-05-13,2017
50,Chris Morris,38,9,422.22,4,3,RPS,Maharashtra Cricket Association's International Stadium,2017-04-11,2017
51,Yusuf Pathan,20,7,285.71,0,3,MI,Eden Gardens,2017-05-13,2017
52,Yuvraj Singh,62,27,229.62,7,3,RCB,Rajiv Gandhi Intl. Cricket Stadium,2017-04-05,2017
53,Glenn Maxwell,40,18,222.22,4,3,MI,Holkar Cricket Stadium,2017-04-20,2017
54,Hardik Pandya,29,14,207.14,1,3,DC,Arun Jaitley Stadium,2017-05-06,2017
55,Sunil Narine,37,18,205.55,4,3,PBKS,Eden Gardens,2017-04-13,2017
56,Jos Buttler,38,19,200.0,3,3,RPS,Maharashtra Cricket Association's International Stadium,2017-04-06,2017
57,Martin Guptill,50,27,185.18,6,3,DC,IS Bindra Stadium,2017-04-30,2017
58,Krunal Pandya,37,20,185.0,3,3,SRH,Wankhede Stadium,2017-04-12,2017
59,MS Dhoni,61,34,179.41,5,3,SRH,Maharashtra Cricket Association's International Stadium,2017-04-22,2017
60,Corey Anderson,39,22,177.27,3,3,PBKS,Arun Jaitley Stadium,2017-04-15,2017
61,Ajinkya Rahane,60,34,176.47,6,3,MI,Maharashtra Cricket Association's International Stadium,2017-04-06,2017
62,Nitish Rana,50,29,172.41,5,3,KKR,Wankhede Stadium,2017-04-09,2017
63,Glenn Maxwell,31,18,172.22,1,3,GL,Saurashtra Cricket Association Stadium,2017-04-23,2017
64,Corey Anderson,41,24,170.83,2,3,SRH,Arun Jaitley Stadium,2017-05-02,2017
65,Ambati Rayudu,63,37,170.27,6,3,KKR,Eden Gardens,2017-05-13,2017
66,Kieron Pollard,39,23,169.56,2,3,GL,Wankhede Stadium,2017-04-16,2017
67,Wriddhiman Saha,93,55,169.09,11,3,MI,Wankhede Stadium,2017-05-11,2017
68,Chris Lynn,84,52,161.53,8,3,PBKS,IS Bindra Stadium,2017-05-09,2017
69,AB de Villiers,43,27,159.25,3,3,MI,Wankhede Stadium,2017-05-01,2017
70,Sanju Samson,60,38,157.89,4,3,KKR,Eden Gardens,2017-04-28,2017
71,Ben Stokes,50,32,156.25,2,3,PBKS,Holkar Cricket Stadium,2017-04-08,2017
72,Ben Stokes,39,25,156.0,1,3,SRH,Rajiv Gandhi Intl. Cricket Stadium,2017-05-06,2017
73,Steve Smith,84,54,155.55,7,3,MI,Maharashtra Cricket Association's International Stadium,2017-04-06,2017
74,Brendon McCullum,49,32,153.12,5,3,RPS,Saurashtra Cricket Association Stadium,2017-04-14,2017
75,Hashim Amla,58,38,152.63,4,3,RCB,Holkar Cricket Stadium,2017-04-10,2017
76,Chris Gayle,32,21,152.38,2,3,SRH,Rajiv Gandhi Intl. Cricket Stadium,2017-04-05,2017
77,Pawan Negi,35,23,152.17,1,3,MI,Wankhede Stadium,2017-05-01,2017
78,Axar Patel,44,29,151.72,1,3,DC,Arun Jaitley Stadium,2017-04-15,2017
79,Rohit Sharma,58,39,148.71,6,3,RPS,Wankhede Stadium,2017-04-24,2017
80,Brendon McCullum,64,44,145.45,6,3,MI,Wankhede Stadium,2017-04-16,2017
81,Rahul Tripathi,59,41,143.9,6,3,SRH,Maharashtra Cricket Association's International Stadium,2017-04-22,2017
82,Manish Pandey,69,49,140.81,4,3,DC,Arun Jaitley Stadium,2017-04-17,2017
83,Manoj Tiwary,60,45,133.33,5,3,DC,Arun Jaitley Stadium,2017-05-12,2017
84,Parthiv Patel,52,40,130.0,3,3,RPS,Wankhede Stadium,2017-05-16,2017
85,Virat Kohli,58,45,128.88,3,3,DC,Arun Jaitley Stadium,2017-05-14,2017
86,Chris Gayle,48,38,126.31,3,3,DC,Arun Jaitley Stadium,2017-05-14,2017
87,Suresh Raina,23,8,287.5,2,2,RCB,Saurashtra Cricket Association Stadium,2017-04-18,2017
88,Ben Cutting,16,6,266.66,0,2,RCB,Rajiv Gandhi Intl. Cricket Stadium,2017-04-05,2017
89,Dan Christian,16,6,266.66,0,2,KKR,Maharashtra Cricket Association's International Stadium,2017-04-26,2017
90,Hardik Pandya,29,11,263.63,3,2,KKR,Wankhede Stadium,2017-04-09,2017
91,Ravindra Jadeja,18,7,257.14,0,2,DC,Arun Jaitley Stadium,2017-05-04,2017
92,Manoj Tiwary,27,11,245.45,3,2,RCB,M. Chinnaswamy Stadium,2017-04-16,2017
93,Kedar Jadhav,38,16,237.5,5,2,GL,Saurashtra Cricket Association Stadium,2017-04-18,2017
94,Deepak Chahar,14,6,233.33,0,2,DC,Maharashtra Cricket Association's International Stadium,2017-04-11,2017
95,Axar Patel,38,17,223.52,3,2,RCB,M. Chinnaswamy Stadium,2017-05-05,2017
96,MS Dhoni,23,11,209.09,1,2,KKR,Maharashtra Cricket Association's International Stadium,2017-04-26,2017
97,Andrew Tye,25,12,208.33,2,2,MI,Saurashtra Cricket Association Stadium,2017-04-29,2017
98,Aaron Finch,31,15,206.66,4,2,KKR,Eden Gardens,2017-04-21,2017
99,Parthiv Patel,37,18,205.55,4,2,PBKS,Holkar Cricket Stadium,2017-04-20,2017
100,Kane Williamson,54,27,200.0,4,2,PBKS,IS Bindra Stadium,2017-04-28,2017
101,Axar Patel,34,17,200.0,3,2,GL,Saurashtra Cricket Association Stadium,2017-04-23,2017
102,Moises Henriques,55,28,196.42,6,2,RPS,Maharashtra Cricket Association's International Stadium,2017-04-22,2017
103,Karun Nair,39,20,195.0,5,2,SRH,Arun Jaitley Stadium,2017-05-02,2017
104,Rahul Tripathi,33,17,194.11,3,2,GL,Saurashtra Cricket Association Stadium,2017-04-14,2017
105,Colin de Grandhomme,36,19,189.47,3,2,RPS,Eden Gardens,2017-05-03,2017
106,Dinesh Karthik,47,25,188.0,6,2,KKR,Saurashtra Cricket Association Stadium,2017-04-07,2017
107,Suryakumar Yadav,30,16,187.5,2,2,RPS,Eden Gardens,2017-05-03,2017
108,Aaron Finch,15,8,187.5,0,2,KKR,Saurashtra Cricket Association Stadium,2017-04-07,2017
109,Chris Lynn,26,14,185.71,3,2,MI,Eden Gardens,2017-05-13,2017
110,Dinesh Karthik,48,26,184.61,2,2,MI,Wankhede Stadium,2017-04-16,2017
111,Glenn Maxwell,20,11,181.81,0,2,GL,IS Bindra Stadium,2017-05-07,2017
112,Shreyas Iyer,14,8,175.0,0,2,GL,Arun Jaitley Stadium,2017-05-04,2017
113,Manoj Tiwary,40,23,173.91,3,2,PBKS,Holkar Cricket Stadium,2017-04-08,2017
114,Aaron Finch,33,19,173.68,3,2,RPS,Saurashtra Cricket Association Stadium,2017-04-14,2017
115,Shreyas Iyer,96,57,168.42,15,2,GL,Green Park,2017-05-10,2017
116,Pawan Negi,32,19,168.42,3,2,GL,M. Chinnaswamy Stadium,2017-04-27,2017
117,Gautam Gambhir,32,19,168.42,2,2,SRH,M. Chinnaswamy Stadium,2017-05-17,2017
118,Shaun Marsh,84,50,168.0,14,2,SRH,IS Bindra Stadium,2017-04-28,2017
119,Brendon McCullum,45,27,166.66,5,2,RPS,Maharashtra Cricket Association's International Stadium,2017-05-01,2017
120,Dwayne Smith,54,33,163.63,7,2,SRH,Green Park,2017-05-13,2017
121,Rishabh Pant,36,22,163.63,4,2,RPS,Arun Jaitley Stadium,2017-05-12,2017
122,Hashim Amla,65,40,162.5,9,2,GL,Saurashtra Cricket Association Stadium,2017-04-23,2017
123,Yuvraj Singh,26,16,162.5,2,2,KKR,Eden Gardens,2017-04-15,2017
124,Shreyas Iyer,50,31,161.29,5,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,2017-04-19,2017
125,Shaun Marsh,25,16,156.25,0,2,MI,Wankhede Stadium,2017-05-11,2017
126,Jos Buttler,28,18,155.55,3,2,DC,Wankhede Stadium,2017-04-22,2017
127,Yusuf Pathan,59,39,151.28,6,2,DC,Arun Jaitley Stadium,2017-04-17,2017
128,Corey Anderson,18,12,150.0,0,2,GL,Arun Jaitley Stadium,2017-05-04,2017
129,Robin Uthappa,72,48,150.0,8,2,GL,Eden Gardens,2017-04-21,2017
130,Rohit Sharma,67,45,148.88,6,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,2017-05-08,2017
131,MS Dhoni,31,21,147.61,2,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,2017-05-06,2017
132,David Miller,28,19,147.36,2,2,KKR,Eden Gardens,2017-04-13,2017
133,Nitish Rana,53,36,147.22,4,2,GL,Wankhede Stadium,2017-04-16,2017
134,Wriddhiman Saha,25,17,147.05,2,2,KKR,Eden Gardens,2017-04-13,2017
135,Brendon McCullum,35,24,145.83,4,2,KKR,Saurashtra Cricket Association Stadium,2017-04-07,2017
136,Rahul Tripathi,45,31,145.16,3,2,MI,Wankhede Stadium,2017-04-24,2017
137,David Warner,49,34,144.11,7,2,MI,Wankhede Stadium,2017-04-12,2017
138,Virat Kohli,20,14,142.85,0,2,MI,Wankhede Stadium,2017-05-01,2017
139,Rishabh Pant,31,22,140.9,1,2,RPS,Maharashtra Cricket Association's International Stadium,2017-04-11,2017
140,Moises Henriques,52,37,140.54,3,2,RCB,Rajiv Gandhi Intl. Cricket Stadium,2017-04-05,2017
141,Ishan Kishan,48,35,137.14,6,2,MI,Saurashtra Cricket Association Stadium,2017-04-29,2017
142,Shikhar Dhawan,62,46,134.78,4,2,MI,Rajiv Gandhi Intl. Cricket Stadium,2017-05-08,2017
143,Rishabh Pant,45,34,132.35,3,2,RCB,Arun Jaitley Stadium,2017-05-14,2017
144,Shreyas Iyer,33,25,132.0,1,2,SRH,Arun Jaitley Stadium,2017-05-02,2017
145,Ben Stokes,33,25,132.0,3,2,DC,Arun Jaitley Stadium,2017-05-12,2017
146,Virat Kohli,62,47,131.91,5,2,MI,M. Chinnaswamy Stadium,2017-04-14,2017
147,Manish Pandey,46,35,131.42,3,2,SRH,Eden Gardens,2017-04-15,2017
148,David Warner,70,54,129.62,7,2,PBKS,Rajiv Gandhi Intl. Cricket Stadium,2017-04-17,2017
149,Ishan Kishan,31,24,129.16,3,2,RPS,Maharashtra Cricket Association's International Stadium,2017-05-01,2017
150,Steve Smith,27,21,128.57,1,2,SRH,Maharashtra Cricket Association's International Stadium,2017-04-22,2017
1,Andre Russell,88,36,244.44,1,11,CSK,Chidambaram,2018-04-10,2018
2,Chris Gayle,104,63,165.07,1,11,SRH,IS Bindra Stadium,2018-04-19,2018
3,Shreyas Iyer,93,40,232.5,3,10,KKR,Arun Jaitley Stadium,2018-04-27,2018
4,Sanju Samson,92,45,204.44,2,10,RCB,M. Chinnaswamy Stadium,2018-04-15,2018
5,AB de Villiers,68,30,226.66,2,8,CSK,M. Chinnaswamy Stadium,2018-04-25,2018
6,Shane Watson,117,57,205.26,11,8,SRH,Wankhede Stadium,2018-05-27,2018
7,Ambati Rayudu,82,53,154.71,3,8,RCB,M. Chinnaswamy Stadium,2018-04-25,2018
8,Jos Buttler,67,26,257.69,4,7,DC,Arun Jaitley Stadium,2018-05-02,2018
9,KL Rahul,66,29,227.58,2,7,KKR,Holkar Cricket Stadium,2018-05-12,2018
10,Dwayne Bravo,68,30,226.66,3,7,MI,Wankhede Stadium,2018-04-07,2018
11,MS Dhoni,70,34,205.88,1,7,RCB,M. Chinnaswamy Stadium,2018-04-25,2018
12,Rishabh Pant,128,63,203.17,15,7,SRH,Arun Jaitley Stadium,2018-05-10,2018
13,Shane Watson,78,40,195.0,4,7,DC,Maharashtra Cricket Association's International Stadium,2018-04-30,2018
14,Rishabh Pant,85,48,177.08,6,7,RCB,M. Chinnaswamy Stadium,2018-04-21,2018
15,Ambati Rayudu,100,62,161.29,7,7,SRH,Maharashtra Cricket Association's International Stadium,2018-05-13,2018
16,Andre Russell,41,12,341.66,0,6,DC,Eden Gardens,2018-04-16,2018
17,Ishan Kishan,62,21,295.23,5,6,KKR,Eden Gardens,2018-05-09,2018
18,AB de Villiers,72,37,194.59,4,6,DC,Arun Jaitley Stadium,2018-05-12,2018
19,Moeen Ali,65,34,191.17,2,6,SRH,M. Chinnaswamy Stadium,2018-05-17,2018
20,Shane Watson,106,57,185.96,9,6,RR,Maharashtra Cricket Association's International Stadium,2018-04-20,2018
21,Jason Roy,91,53,171.69,6,6,MI,Wankhede Stadium,2018-04-14,2018
22,Chris Gayle,62,38,163.15,5,6,KKR,Eden Gardens,2018-04-21,2018
23,Sunil Narine,50,19,263.15,4,5,RCB,Eden Gardens,2018-04-08,2018
24,Sam Billings,56,23,243.47,2,5,KKR,Chidambaram,2018-04-10,2018
25,Rishabh Pant,69,29,237.93,7,5,RR,Arun Jaitley Stadium,2018-05-02,2018
26,MS Dhoni,51,22,231.81,2,5,DC,Maharashtra Cricket Association's International Stadium,2018-04-30,2018
27,AB de Villiers,90,39,230.76,10,5,DC,M. Chinnaswamy Stadium,2018-04-21,2018
28,Karun Nair,54,26,207.69,3,5,CSK,Maharashtra Cricket Association's International Stadium,2018-05-20,2018
29,Andre Russell,49,25,196.0,3,5,RR,Eden Gardens,2018-05-23,2018
30,Kane Williamson,81,42,192.85,7,5,RCB,M. Chinnaswamy Stadium,2018-05-17,2018
31,AB de Villiers,44,23,191.3,1,5,KKR,Eden Gardens,2018-04-08,2018
32,Rohit Sharma,94,52,180.76,10,5,RCB,Wankhede Stadium,2018-04-17,2018
33,MS Dhoni,79,44,179.54,6,5,PBKS,IS Bindra Stadium,2018-04-15,2018
34,Jos Buttler,94,53,177.35,9,5,MI,Wankhede Stadium,2018-05-13,2018
35,Vijay Shankar,54,31,174.19,1,5,CSK,Maharashtra Cricket Association's International Stadium,2018-04-30,2018
36,Kane Williamson,84,51,164.7,6,5,CSK,Rajiv Gandhi Intl. Cricket Stadium,2018-04-22,2018
37,Evin Lewis,65,42,154.76,6,5,RCB,Wankhede Stadium,2018-04-17,2018
38,Rashid Khan,34,10,340.0,2,4,KKR,Eden Gardens,2018-05-25,2018
39,KL Rahul,51,16,318.75,6,4,DC,IS Bindra Stadium,2018-04-08,2018
40,Abhishek Sharma,46,19,242.1,3,4,RCB,Arun Jaitley Stadium,2018-05-12,2018
41,Colin de Grandhomme,40,17,235.29,1,4,SRH,M. Chinnaswamy Stadium,2018-05-17,2018
42,Harshal Patel,36,16,225.0,1,4,CSK,Arun Jaitley Stadium,2018-05-18,2018
43,Glenn Maxwell,47,22,213.63,3,4,KKR,Eden Gardens,2018-04-16,2018
44,Ambati Rayudu,79,37,213.51,9,4,SRH,Rajiv Gandhi Intl. Cricket Stadium,2018-04-22,2018
45,Sunil Narine,75,36,208.33,9,4,PBKS,Holkar Cricket Stadium,2018-05-12,2018
46,Chris Gayle,63,33,190.9,7,4,CSK,IS Bindra Stadium,2018-04-15,2018
47,Prithvi Shaw,47,25,188.0,4,4,RR,Arun Jaitley Stadium,2018-05-02,2018
48,Shikhar Dhawan,92,50,184.0,9,4,DC,Arun Jaitley Stadium,2018-05-10,2018
49,Chris Lynn,74,41,180.48,6,4,PBKS,Eden Gardens,2018-04-21,2018
50,Rishabh Pant,61,34,179.41,5,4,RCB,Arun Jaitley Stadium,2018-05-12,2018
51,D'Arcy Short,44,25,176.0,2,4,DC,Arun Jaitley Stadium,2018-05-02,2018
52,Rishabh Pant,79,45,175.55,7,4,CSK,Maharashtra Cricket Association's International Stadium,2018-04-30,2018
53,Ambati Rayudu,50,29,172.41,4,4,DC,Arun Jaitley Stadium,2018-05-18,2018
54,MS Dhoni,43,25,172.0,1,4,KKR,Eden Gardens,2018-05-03,2018
55,Evin Lewis,48,28,171.42,4,4,DC,Wankhede Stadium,2018-04-14,2018
56,Nitish Rana,59,35,168.57,5,4,DC,Eden Gardens,2018-04-16,2018
57,Yusuf Pathan,45,27,166.66,1,4,CSK,Rajiv Gandhi Intl. Cricket Stadium,2018-04-22,2018
58,Suresh Raina,75,47,159.57,6,4,MI,Maharashtra Cricket Association's International Stadium,2018-04-28,2018
59,Faf du Plessis,67,42,159.52,5,4,SRH,Wankhede Stadium,2018-05-22,2018
60,KL Rahul,47,30,156.66,2,4,RCB,M. Chinnaswamy Stadium,2018-04-13,2018
61,Evin Lewis,48,31,154.83,3,4,DC,Arun Jaitley Stadium,2018-05-20,2018
62,Virat Kohli,92,62,148.38,7,4,MI,Wankhede Stadium,2018-04-17,2018
63,Carlos Brathwaite,43,29,148.27,1,4,CSK,Wankhede Stadium,2018-05-22,2018
64,Andre Russell,44,30,146.66,3,4,DC,Arun Jaitley Stadium,2018-04-27,2018
65,Rishabh Pant,64,44,145.45,4,4,MI,Arun Jaitley Stadium,2018-05-20,2018
66,Manan Vohra,45,31,145.16,2,4,MI,M. Chinnaswamy Stadium,2018-05-01,2018
67,Quinton de Kock,53,37,143.24,1,4,CSK,M. Chinnaswamy Stadium,2018-04-25,2018
68,Evin Lewis,60,42,142.85,4,4,RR,Wankhede Stadium,2018-05-13,2018
69,AB de Villiers,57,40,142.5,2,4,PBKS,M. Chinnaswamy Stadium,2018-04-13,2018
70,Ambati Rayudu,46,35,131.42,2,4,MI,Maharashtra Cricket Association's International Stadium,2018-04-28,2018
71,Sunil Narine,26,9,288.88,1,3,DC,Arun Jaitley Stadium,2018-04-27,2018
72,Ben Cutting,24,9,266.66,1,3,KKR,Eden Gardens,2018-05-09,2018
73,Colin de Grandhomme,23,10,230.0,0,3,MI,M. Chinnaswamy Stadium,2018-05-01,2018
74,Andre Russell,31,14,221.42,2,3,PBKS,Holkar Cricket Stadium,2018-05-12,2018
75,Shane Watson,42,19,221.05,3,3,KKR,Chidambaram,2018-04-10,2018
76,Dinesh Karthik,50,23,217.39,5,3,PBKS,Holkar Cricket Stadium,2018-05-12,2018
77,Kieron Pollard,50,23,217.39,5,3,PBKS,Wankhede Stadium,2018-05-16,2018
78,Kane Williamson,36,17,211.76,1,3,KKR,Rajiv Gandhi Intl. Cricket Stadium,2018-05-19,2018
79,Ravichandran Ashwin,45,22,204.54,4,3,KKR,Holkar Cricket Stadium,2018-05-12,2018
80,Deepak Chahar,39,20,195.0,1,3,PBKS,Maharashtra Cricket Association's International Stadium,2018-05-20,2018
81,Carlos Brathwaite,21,11,190.9,0,3,CSK,Wankhede Stadium,2018-05-27,2018
82,Mandeep Singh,32,17,188.23,1,3,CSK,M. Chinnaswamy Stadium,2018-04-25,2018
83,Ben Cutting,37,20,185.0,2,3,DC,Arun Jaitley Stadium,2018-05-20,2018
84,Washington Sundar,35,19,184.21,1,3,RR,M. Chinnaswamy Stadium,2018-04-15,2018
85,Robin Uthappa,35,19,184.21,2,3,DC,Eden Gardens,2018-04-16,2018
86,Robin Uthappa,29,16,181.25,2,3,CSK,Chidambaram,2018-04-10,2018
87,Prithvi Shaw,65,36,180.55,6,3,SRH,Rajiv Gandhi Intl. Cricket Stadium,2018-05-05,2018
88,Virat Kohli,70,40,175.0,7,3,DC,Arun Jaitley Stadium,2018-05-12,2018
89,Robin Uthappa,36,21,171.42,3,3,RCB,M. Chinnaswamy Stadium,2018-04-29,2018
90,Aaron Finch,34,20,170.0,0,3,KKR,Holkar Cricket Stadium,2018-05-12,2018
91,Shreyas Iyer,52,31,167.74,4,3,RCB,M. Chinnaswamy Stadium,2018-04-21,2018
92,Shane Watson,57,35,162.85,5,3,SRH,Maharashtra Cricket Association's International Stadium,2018-05-13,2018
93,Shikhar Dhawan,79,49,161.22,10,3,CSK,Maharashtra Cricket Association's International Stadium,2018-05-13,2018
94,KL Rahul,94,60,156.66,10,3,MI,Wankhede Stadium,2018-05-16,2018
95,KL Rahul,84,54,155.55,7,3,RR,Holkar Cricket Stadium,2018-05-06,2018
96,Virat Kohli,68,44,154.54,5,3,KKR,M. Chinnaswamy Stadium,2018-04-29,2018
97,Robin Uthappa,54,35,154.28,6,3,MI,Wankhede Stadium,2018-05-06,2018
