POS,Player,Runs,BF,SR,4s,6s,Against,Venue,Match Date,Year
49,Dinesh Karthik,47,25,188.0,6,2,KKR,Saurashtra Cricket Association Stadium,2017-04-07,2017
50,Martin Guptill,50,27,185.18,6,3,DC,IS Bindra Stadium,2017-04-30,2017
51,Aaron Finch,69,39,176.92,6,4,DC,Green Park,2017-05-10,2017
52,Ajinkya Rahane,60,34,176.47,6,3,MI,Maharashtra Cricket Association's International Stadium,2017-04-06,2017
53,Kane Williamson,89,51,174.5,6,5,DC,Rajiv Gandhi Intl. Cricket Stadium,2017-04-19,2017
54,Ambati Rayudu,63,37,170.27,6,3,KKR,Eden Gardens,2017-05-13,2017
55,David Warner,76,45,168.88,6,4,GL,Rajiv Gandhi Intl. Cricket Stadium,2017-04-09,2017
56,Steve Smith,43,28,153.57,6,1,GL,Saurashtra Cricket Association Stadium,2017-04-14,2017
57,Rohit Sharma,56,37,151.35,6,1,RCB,Wankhede Stadium,2017-05-01,2017
58,Yusuf Pathan,59,39,151.28,6,2,DC,Arun Jaitley Stadium,2017-04-17,2017
59,Rohit Sharma,67,45,148.88,6,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,2017-05-08,2017
60,Rohit Sharma,58,39,148.71,6,3,RPS,Wankhede Stadium,2017-04-24,2017
61,Brendon McCullum,64,44,145.45,6,3,MI,Wankhede Stadium,2017-04-16,2017
62,Rahul Tripathi,59,41,143.9,6,3,SRH,Maharashtra Cricket Association's International Stadium,2017-04-22,2017
63,Ishan Kishan,48,35,137.14,6,2,MI,Saurashtra Cricket Association Stadium,2017-04-29,2017
64,Shaun Marsh,58,43,134.88,6,0,GL,IS Bindra Stadium,2017-05-07,2017
65,Gautam Gambhir,62,46,134.78,6,1,RPS,Maharashtra Cricket Association's International Stadium,2017-04-26,2017
66,Moises Henriques,52,39,133.33,6,0,GL,Rajiv Gandhi Intl. Cricket Stadium,2017-04-09,2017
67,Dinesh Karthik,58,44,131.81,6,0,PBKS,Saurashtra Cricket Association Stadium,2017-04-23,2017
68,Moises Henriques,44,35,125.71,6,0,MI,Rajiv Gandhi Intl. Cricket Stadium,2017-05-08,2017
69,Kedar Jadhav,38,16,237.5,5,2,GL,Saurashtra Cricket Association Stadium,2017-04-18,2017
70,Chris Lynn,50,22,227.27,5,4,RCB,M. Chinnaswamy Stadium,2017-05-07,2017
71,Aaron Finch,72,34,211.76,5,6,RCB,M. Chinnaswamy Stadium,2017-04-27,2017
72,Chris Gayle,77,38,202.63,5,7,GL,Saurashtra Cricket Association Stadium,2017-04-18,2017
73,Martin Guptill,36,18,200.0,5,1,MI,Wankhede Stadium,2017-05-11,2017
74,Karun Nair,30,15,200.0,5,1,GL,Green Park,2017-05-10,2017
75,Karun Nair,39,20,195.0,5,2,SRH,Arun Jaitley Stadium,2017-05-02,2017
76,Brendon McCullum,33,17,194.11,5,1,KKR,Eden Gardens,2017-04-21,2017
77,Dinesh Karthik,65,34,191.17,5,5,DC,Arun Jaitley Stadium,2017-05-04,2017
78,Kedar Jadhav,69,37,186.48,5,5,DC,M. Chinnaswamy Stadium,2017-04-08,2017
79,Lendl Simmons,59,32,184.37,5,4,PBKS,Wankhede Stadium,2017-05-11,2017
80,Kieron Pollard,63,35,180.0,5,4,DC,Arun Jaitley Stadium,2017-05-06,2017
81,MS Dhoni,61,34,179.41,5,3,SRH,Maharashtra Cricket Association's International Stadium,2017-04-22,2017
82,Suresh Raina,77,43,179.06,5,4,DC,Arun Jaitley Stadium,2017-05-04,2017
83,Robin Uthappa,59,33,178.78,5,4,DC,Eden Gardens,2017-04-28,2017
84,Robin Uthappa,68,39,174.35,5,4,SRH,Eden Gardens,2017-04-15,2017
85,Nitish Rana,50,29,172.41,5,3,KKR,Wankhede Stadium,2017-04-09,2017
86,Manish Pandey,81,47,172.34,5,5,MI,Wankhede Stadium,2017-04-09,2017
87,Brendon McCullum,45,27,166.66,5,2,RPS,Maharashtra Cricket Association's International Stadium,2017-05-01,2017
88,Shreyas Iyer,50,31,161.29,5,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,2017-04-19,2017
89,Kane Williamson,40,25,160.0,5,0,KKR,Rajiv Gandhi Intl. Cricket Stadium,2017-04-30,2017
90,Lendl Simmons,66,43,153.48,5,4,DC,Arun Jaitley Stadium,2017-05-06,2017
91,Brendon McCullum,49,32,153.12,5,3,RPS,Saurashtra Cricket Association Stadium,2017-04-14,2017
92,Ishan Kishan,61,40,152.5,5,4,SRH,Green Park,2017-05-13,2017
93,Mandeep Singh,24,16,150.0,5,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2017-04-05,2017
94,Jason Roy,31,21,147.61,5,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2017-04-09,2017
95,Karun Nair,33,23,143.47,5,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,2017-04-19,2017
96,Steve Smith,45,32,140.62,5,1,RCB,Maharashtra Cricket Association's International Stadium,2017-04-29,2017
97,Ishan Kishan,34,25,136.0,5,1,DC,Green Park,2017-05-10,2017
98,Manoj Tiwary,60,45,133.33,5,3,DC,Arun Jaitley Stadium,2017-05-12,2017
99,Virat Kohli,62,47,131.91,5,2,MI,M. Chinnaswamy Stadium,2017-04-14,2017
100,Ajinkya Rahane,56,43,130.23,5,1,MI,Wankhede Stadium,2017-05-16,2017
101,Shikhar Dhawan,40,31,129.03,5,0,RCB,Rajiv Gandhi Intl. Cricket Stadium,2017-04-05,2017
102,Chris Morris,52,41,126.82,5,1,MI,Wankhede Stadium,2017-04-22,2017
103,Shaun Marsh,26,21,123.8,5,0,MI,Holkar Cricket Stadium,2017-04-20,2017
104,Ajinkya Rahane,30,25,120.0,5,0,RCB,M. Chinnaswamy Stadium,2017-04-16,2017
105,Ajinkya Rahane,38,32,118.75,5,1,MI,Wankhede Stadium,2017-04-24,2017
106,Karun Nair,26,22,118.18,5,0,RCB,Arun Jaitley Stadium,2017-05-14,2017
107,Ajinkya Rahane,44,38,115.78,5,0,MI,Rajiv Gandhi Intl. Cricket Stadium,2017-05-21,2017
108,Mandeep Singh,46,40,115.0,5,2,PBKS,M. Chinnaswamy Stadium,2017-05-05,2017
109,Shikhar Dhawan,48,43,111.62,5,1,MI,Wankhede Stadium,2017-04-12,2017
110,Shikhar Dhawan,30,29,103.44,5,0,RPS,Maharashtra Cricket Association's International Stadium,2017-04-22,2017
111,Chris Morris,38,9,422.22,4,3,RPS,Maharashtra Cricket Association's International Stadium,2017-04-11,2017
112,Glenn Maxwell,40,18,222.22,4,3,MI,Holkar Cricket Stadium,2017-04-20,2017
113,Martin Guptill,23,11,209.09,4,1,SRH,IS Bindra Stadium,2017-04-28,2017
114,Aaron Finch,31,15,206.66,4,2,KKR,Eden Gardens,2017-04-21,2017
115,Sunil Narine,37,18,205.55,4,3,PBKS,Eden Gardens,2017-04-13,2017
116,Parthiv Patel,37,18,205.55,4,2,PBKS,Holkar Cricket Stadium,2017-04-20,2017
117,Ben Cutting,20,10,200.0,4,0,MI,Wankhede Stadium,2017-04-12,2017
118,Kane Williamson,54,27,200.0,4,2,PBKS,IS Bindra Stadium,2017-04-28,2017
119,Kedar Jadhav,31,16,193.75,4,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,2017-04-05,2017
120,Robin Uthappa,53,28,189.28,4,4,SRH,Rajiv Gandhi Intl. Cricket Stadium,2017-04-30,2017
121,David Warner,51,27,188.88,4,4,PBKS,IS Bindra Stadium,2017-04-28,2017
122,Colin de Grandhomme,29,16,181.25,4,1,MI,Eden Gardens,2017-05-13,2017
123,Sunil Narine,18,10,180.0,4,0,PBKS,IS Bindra Stadium,2017-05-09,2017
124,Kedar Jadhav,31,18,172.22,4,1,GL,M. Chinnaswamy Stadium,2017-04-27,2017
125,Rishabh Pant,34,20,170.0,4,1,SRH,Arun Jaitley Stadium,2017-05-02,2017
126,Manoj Tiwary,22,13,169.23,4,0,MI,Wankhede Stadium,2017-04-24,2017
127,Shikhar Dhawan,28,17,164.7,4,1,DC,Arun Jaitley Stadium,2017-05-02,2017
128,Rishabh Pant,36,22,163.63,4,2,RPS,Arun Jaitley Stadium,2017-05-12,2017
129,Shikhar Dhawan,18,11,163.63,4,0,GL,Green Park,2017-05-13,2017
130,Manan Vohra,34,21,161.9,4,1,RCB,Holkar Cricket Stadium,2017-04-10,2017
131,Suresh Raina,35,22,159.09,4,1,RPS,Saurashtra Cricket Association Stadium,2017-04-14,2017
132,Hashim Amla,19,12,158.33,4,0,DC,Arun Jaitley Stadium,2017-04-15,2017
133,Sanju Samson,60,38,157.89,4,3,KKR,Eden Gardens,2017-04-28,2017
134,Jos Buttler,33,21,157.14,4,1,RCB,Wankhede Stadium,2017-05-01,2017
135,Manan Vohra,25,16,156.25,4,0,KKR,IS Bindra Stadium,2017-05-09,2017
136,Suresh Raina,39,25,156.0,4,1,PBKS,IS Bindra Stadium,2017-05-07,2017
137,Shreyas Iyer,26,17,152.94,4,0,KKR,Arun Jaitley Stadium,2017-04-17,2017
138,Hashim Amla,58,38,152.63,4,3,RCB,Holkar Cricket Stadium,2017-04-10,2017
139,Manan Vohra,28,19,147.36,4,1,KKR,Eden Gardens,2017-04-13,2017
140,Nitish Rana,53,36,147.22,4,2,GL,Wankhede Stadium,2017-04-16,2017
141,Brendon McCullum,35,24,145.83,4,2,KKR,Saurashtra Cricket Association Stadium,2017-04-07,2017
142,Ishan Kishan,16,11,145.45,4,0,RCB,M. Chinnaswamy Stadium,2017-04-27,2017
143,Dinesh Karthik,40,28,142.85,4,1,DC,Green Park,2017-05-10,2017
144,David Warner,30,21,142.85,4,1,DC,Arun Jaitley Stadium,2017-05-02,2017
145,Aaron Finch,27,19,142.1,4,0,DC,Arun Jaitley Stadium,2017-05-04,2017
146,Sam Billings,24,17,141.17,4,0,RPS,Maharashtra Cricket Association's International Stadium,2017-04-11,2017
147,Manish Pandey,69,49,140.81,4,3,DC,Arun Jaitley Stadium,2017-04-17,2017
148,Rahul Tripathi,28,20,140.0,4,1,PBKS,Maharashtra Cricket Association's International Stadium,2017-05-14,2017
149,Shreyas Iyer,47,34,138.23,4,1,KKR,Eden Gardens,2017-04-28,2017
150,Steve Smith,51,37,137.83,4,1,KKR,Maharashtra Cricket Association's International Stadium,2017-04-26,2017
1,Rishabh Pant,128,63,203.17,15,7,SRH,Arun Jaitley Stadium,2018-05-10,2018
2,Shikhar Dhawan,78,57,136.84,13,1,RR,Rajiv Gandhi Intl. Cricket Stadium,2018-04-09,2018
3,AB de Villiers,69,39,176.92,12,1,SRH,M. Chinnaswamy Stadium,2018-05-17,2018
4,Shane Watson,117,57,205.26,11,8,SRH,Wankhede Stadium,2018-05-27,2018
5,Jos Buttler,95,60,158.33,11,2,CSK,Sawai Mansingh Stadium,2018-05-11,2018
6,KL Rahul,95,70,135.71,11,2,RR,Sawai Mansingh Stadium,2018-05-08,2018
7,AB de Villiers,90,39,230.76,10,5,DC,M. Chinnaswamy Stadium,2018-04-21,2018
8,Rohit Sharma,94,52,180.76,10,5,RCB,Wankhede Stadium,2018-04-17,2018
9,Shikhar Dhawan,79,49,161.22,10,3,CSK,Maharashtra Cricket Association's International Stadium,2018-05-13,2018
10,KL Rahul,94,60,156.66,10,3,MI,Wankhede Stadium,2018-05-16,2018
11,KL Rahul,60,27,222.22,9,2,KKR,Eden Gardens,2018-04-21,2018
12,Ambati Rayudu,79,37,213.51,9,4,SRH,Rajiv Gandhi Intl. Cricket Stadium,2018-04-22,2018
13,Sunil Narine,75,36,208.33,9,4,PBKS,Holkar Cricket Stadium,2018-05-12,2018
14,Shane Watson,106,57,185.96,9,6,RR,Maharashtra Cricket Association's International Stadium,2018-04-20,2018
15,Shikhar Dhawan,92,50,184.0,9,4,DC,Arun Jaitley Stadium,2018-05-10,2018
16,Jos Buttler,94,53,177.35,9,5,MI,Wankhede Stadium,2018-05-13,2018
17,Suresh Raina,46,29,158.62,9,0,RR,Maharashtra Cricket Association's International Stadium,2018-04-20,2018
18,Jos Buttler,82,58,141.37,9,1,PBKS,Sawai Mansingh Stadium,2018-05-08,2018
19,Shikhar Dhawan,45,28,160.71,8,0,MI,Rajiv Gandhi Intl. Cricket Stadium,2018-04-12,2018
20,Kane Williamson,83,53,156.6,8,2,DC,Arun Jaitley Stadium,2018-05-10,2018
21,Dinesh Karthik,45,18,250.0,7,1,CSK,Eden Gardens,2018-05-03,2018
22,Rishabh Pant,69,29,237.93,7,5,RR,Arun Jaitley Stadium,2018-05-02,2018
23,Kane Williamson,81,42,192.85,7,5,RCB,M. Chinnaswamy Stadium,2018-05-17,2018
24,Chris Gayle,63,33,190.9,7,4,CSK,IS Bindra Stadium,2018-04-15,2018
25,Virat Kohli,57,30,190.0,7,2,RR,M. Chinnaswamy Stadium,2018-04-15,2018
26,Parthiv Patel,40,22,181.81,7,0,PBKS,Holkar Cricket Stadium,2018-05-14,2018
27,Rishabh Pant,79,45,175.55,7,4,CSK,Maharashtra Cricket Association's International Stadium,2018-04-30,2018
28,Virat Kohli,70,40,175.0,7,3,DC,Arun Jaitley Stadium,2018-05-12,2018
29,KL Rahul,37,22,168.18,7,0,CSK,IS Bindra Stadium,2018-04-15,2018
30,Suryakumar Yadav,53,32,165.62,7,1,DC,Wankhede Stadium,2018-04-14,2018
31,Rishabh Pant,43,26,165.38,7,1,KKR,Eden Gardens,2018-04-16,2018
32,Manish Pandey,62,38,163.15,7,2,RCB,M. Chinnaswamy Stadium,2018-05-17,2018
33,Ambati Rayudu,100,62,161.29,7,7,SRH,Maharashtra Cricket Association's International Stadium,2018-05-13,2018
34,KL Rahul,84,54,155.55,7,3,RR,Holkar Cricket Stadium,2018-05-06,2018
35,AB de Villiers,53,35,151.42,7,0,RR,Sawai Mansingh Stadium,2018-05-19,2018
36,Suryakumar Yadav,59,39,151.28,7,2,KKR,Wankhede Stadium,2018-05-06,2018
37,Virat Kohli,92,62,148.38,7,4,MI,Wankhede Stadium,2018-04-17,2018
38,Kane Williamson,63,43,146.51,7,2,RR,Sawai Mansingh Stadium,2018-04-29,2018
39,Chris Lynn,49,34,144.11,7,1,SRH,Eden Gardens,2018-04-14,2018
40,Prithvi Shaw,62,44,140.9,7,2,KKR,Arun Jaitley Stadium,2018-04-27,2018
41,Quinton de Kock,45,34,132.35,7,1,PBKS,M. Chinnaswamy Stadium,2018-04-13,2018
42,Jos Buttler,51,39,130.76,7,0,PBKS,Holkar Cricket Stadium,2018-05-06,2018
43,Suryakumar Yadav,38,31,122.58,7,0,RR,Wankhede Stadium,2018-05-13,2018
44,Chris Lynn,62,52,119.23,7,1,RCB,M. Chinnaswamy Stadium,2018-04-29,2018
45,KL Rahul,51,16,318.75,6,4,DC,IS Bindra Stadium,2018-04-08,2018
46,Mandeep Singh,47,25,188.0,6,1,RR,M. Chinnaswamy Stadium,2018-04-15,2018
47,Rishabh Pant,47,25,188.0,6,2,MI,Wankhede Stadium,2018-04-14,2018
48,Prithvi Shaw,65,36,180.55,6,3,SRH,Rajiv Gandhi Intl. Cricket Stadium,2018-05-05,2018
49,Chris Lynn,74,41,180.48,6,4,PBKS,Eden Gardens,2018-04-21,2018
50,Ajinkya Rahane,36,20,180.0,6,1,RCB,M. Chinnaswamy Stadium,2018-04-15,2018
51,MS Dhoni,79,44,179.54,6,5,PBKS,IS Bindra Stadium,2018-04-15,2018
52,Rishabh Pant,85,48,177.08,6,7,RCB,M. Chinnaswamy Stadium,2018-04-21,2018
53,Jason Roy,91,53,171.69,6,6,MI,Wankhede Stadium,2018-04-14,2018
54,Virat Kohli,48,28,171.42,6,2,PBKS,Holkar Cricket Stadium,2018-05-14,2018
55,Rohit Sharma,56,33,169.69,6,2,CSK,Maharashtra Cricket Association's International Stadium,2018-04-28,2018
56,Kane Williamson,84,51,164.7,6,5,CSK,Rajiv Gandhi Intl. Cricket Stadium,2018-04-22,2018
57,Suresh Raina,75,47,159.57,6,4,MI,Maharashtra Cricket Association's International Stadium,2018-04-28,2018
58,Brendon McCullum,43,27,159.25,6,2,KKR,Eden Gardens,2018-04-08,2018
59,Shubman Gill,57,36,158.33,6,2,CSK,Eden Gardens,2018-05-03,2018
60,Chris Lynn,48,31,154.83,6,2,SRH,Eden Gardens,2018-05-25,2018
61,Evin Lewis,65,42,154.76,6,5,RCB,Wankhede Stadium,2018-04-17,2018
62,Robin Uthappa,54,35,154.28,6,3,MI,Wankhede Stadium,2018-05-06,2018
63,Dinesh Karthik,43,28,153.57,6,0,PBKS,Eden Gardens,2018-04-21,2018
64,Suryakumar Yadav,72,47,153.19,6,3,RR,Sawai Mansingh Stadium,2018-04-22,2018
65,Suresh Raina,52,35,148.57,6,1,RR,Sawai Mansingh Stadium,2018-05-11,2018
66,Suryakumar Yadav,43,29,148.27,6,1,CSK,Wankhede Stadium,2018-04-07,2018
67,Suryakumar Yadav,57,42,135.71,6,3,PBKS,Holkar Cricket Stadium,2018-05-04,2018
68,Robin Uthappa,48,36,133.33,6,2,RR,Sawai Mansingh Stadium,2018-04-18,2018
69,Chris Gayle,50,40,125.0,6,2,MI,Holkar Cricket Stadium,2018-05-04,2018
70,Ishan Kishan,62,21,295.23,5,6,KKR,Eden Gardens,2018-05-09,2018
71,Kieron Pollard,50,23,217.39,5,3,PBKS,Wankhede Stadium,2018-05-16,2018
72,Dinesh Karthik,50,23,217.39,5,3,PBKS,Holkar Cricket Stadium,2018-05-12,2018
73,Ishan Kishan,44,23,191.3,5,2,DC,Wankhede Stadium,2018-04-14,2018
74,Ajinkya Rahane,36,19,189.47,5,1,KKR,Sawai Mansingh Stadium,2018-04-18,2018
75,Krunal Pandya,41,22,186.36,5,2,CSK,Wankhede Stadium,2018-04-07,2018
76,Rishabh Pant,61,34,179.41,5,4,RCB,Arun Jaitley Stadium,2018-05-12,2018
77,Jos Buttler,39,22,177.27,5,2,KKR,Eden Gardens,2018-05-15,2018
78,Ambati Rayudu,41,24,170.83,5,1,DC,Maharashtra Cricket Association's International Stadium,2018-04-30,2018
79,Nitish Rana,59,35,168.57,5,4,DC,Eden Gardens,2018-04-16,2018
80,Chris Gayle,62,38,163.15,5,6,KKR,Eden Gardens,2018-04-21,2018
81,Shane Watson,57,35,162.85,5,3,SRH,Maharashtra Cricket Association's International Stadium,2018-05-13,2018
82,Wriddhiman Saha,24,15,160.0,5,0,KKR,Eden Gardens,2018-04-14,2018
83,Faf du Plessis,67,42,159.52,5,4,SRH,Wankhede Stadium,2018-05-22,2018
84,Virat Kohli,68,44,154.54,5,3,KKR,M. Chinnaswamy Stadium,2018-04-29,2018
85,Evin Lewis,43,28,153.57,5,2,KKR,Wankhede Stadium,2018-05-06,2018
86,Karun Nair,50,33,151.51,5,2,DC,IS Bindra Stadium,2018-04-08,2018
87,Robin Uthappa,34,23,147.82,5,1,PBKS,Eden Gardens,2018-04-21,2018
88,Kane Williamson,56,39,143.58,5,2,RCB,Rajiv Gandhi Intl. Cricket Stadium,2018-05-07,2018
89,Sunil Narine,35,25,140.0,5,1,RR,Sawai Mansingh Stadium,2018-04-18,2018
90,Ambati Rayudu,49,35,140.0,5,1,PBKS,IS Bindra Stadium,2018-04-15,2018
91,Dinesh Karthik,36,26,138.46,5,1,MI,Wankhede Stadium,2018-05-06,2018
92,Kane Williamson,29,21,138.09,5,0,MI,Wankhede Stadium,2018-04-24,2018
93,Rahul Tripathi,80,58,137.93,5,3,RCB,Sawai Mansingh Stadium,2018-05-19,2018
94,Dinesh Karthik,41,31,132.25,5,1,RR,Eden Gardens,2018-05-15,2018
95,Gautam Gambhir,55,42,130.95,5,1,PBKS,IS Bindra Stadium,2018-04-08,2018
96,Kane Williamson,51,39,130.76,5,2,CSK,Maharashtra Cricket Association's International Stadium,2018-05-13,2018
97,Kane Williamson,47,36,130.55,5,2,CSK,Wankhede Stadium,2018-05-27,2018
98,Virat Kohli,39,30,130.0,5,1,SRH,Rajiv Gandhi Intl. Cricket Stadium,2018-05-07,2018
99,Wriddhiman Saha,35,27,129.62,5,0,KKR,Eden Gardens,2018-05-25,2018
100,Suryakumar Yadav,44,34,129.41,5,1,CSK,Maharashtra Cricket Association's International Stadium,2018-04-28,2018
101,Parthiv Patel,53,41,129.26,5,2,CSK,Maharashtra Cricket Association's International Stadium,2018-05-05,2018
102,Shikhar Dhawan,50,39,128.2,5,1,KKR,Rajiv Gandhi Intl. Cricket Stadium,2018-05-19,2018
103,Shreyas Iyer,57,45,126.66,5,1,PBKS,Arun Jaitley Stadium,2018-04-23,2018
104,Suresh Raina,54,43,125.58,5,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,2018-04-22,2018
105,Ajinkya Rahane,65,53,122.64,5,1,SRH,Sawai Mansingh Stadium,2018-04-29,2018
106,Hardik Pandya,50,42,119.04,5,1,RCB,M. Chinnaswamy Stadium,2018-05-01,2018
107,Sanju Samson,49,42,116.66,5,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2018-04-09,2018
108,Ajinkya Rahane,45,40,112.5,5,0,DC,Sawai Mansingh Stadium,2018-04-11,2018
109,Suryakumar Yadav,36,32,112.5,5,1,KKR,Eden Gardens,2018-05-09,2018
110,Shakib Al Hasan,35,32,109.37,5,0,RCB,Rajiv Gandhi Intl. Cricket Stadium,2018-05-07,2018
111,Chris Lynn,45,42,107.14,5,1,RR,Eden Gardens,2018-05-15,2018
112,D'Arcy Short,44,43,102.32,5,1,KKR,Sawai Mansingh Stadium,2018-04-18,2018
113,Krishnappa Gowtham,33,11,300.0,4,2,MI,Sawai Mansingh Stadium,2018-04-22,2018
114,Sunil Narine,29,10,290.0,4,2,SRH,Rajiv Gandhi Intl. Cricket Stadium,2018-05-19,2018
115,Sunil Narine,50,19,263.15,4,5,RCB,Eden Gardens,2018-04-08,2018
116,Krunal Pandya,31,12,258.33,4,2,PBKS,Holkar Cricket Stadium,2018-05-04,2018
117,Jos Buttler,67,26,257.69,4,7,DC,Arun Jaitley Stadium,2018-05-02,2018
118,Prithvi Shaw,22,10,220.0,4,0,PBKS,Arun Jaitley Stadium,2018-04-23,2018
119,Rishabh Pant,28,13,215.38,4,1,PBKS,IS Bindra Stadium,2018-04-08,2018
120,Mandeep Singh,37,18,205.55,4,2,KKR,Eden Gardens,2018-04-08,2018
121,Ravichandran Ashwin,45,22,204.54,4,3,KKR,Holkar Cricket Stadium,2018-05-12,2018
122,Sunil Narine,26,13,200.0,4,1,SRH,Eden Gardens,2018-05-25,2018
123,Shane Watson,78,40,195.0,4,7,DC,Maharashtra Cricket Association's International Stadium,2018-04-30,2018
124,AB de Villiers,72,37,194.59,4,6,DC,Arun Jaitley Stadium,2018-05-12,2018
125,Prithvi Shaw,47,25,188.0,4,4,RR,Arun Jaitley Stadium,2018-05-02,2018
126,Colin Munro,33,18,183.33,4,2,KKR,Arun Jaitley Stadium,2018-04-27,2018
127,Yusuf Pathan,45,25,180.0,4,2,CSK,Wankhede Stadium,2018-05-27,2018
128,Faf du Plessis,27,15,180.0,4,1,KKR,Eden Gardens,2018-05-03,2018
129,Rahul Tripathi,27,15,180.0,4,1,KKR,Eden Gardens,2018-05-15,2018
130,Hardik Pandya,35,20,175.0,4,1,KKR,Wankhede Stadium,2018-05-06,2018
131,Ambati Rayudu,50,29,172.41,4,4,DC,Arun Jaitley Stadium,2018-05-18,2018
132,Evin Lewis,48,28,171.42,4,4,DC,Wankhede Stadium,2018-04-14,2018
133,Suresh Raina,22,13,169.23,4,0,SRH,Wankhede Stadium,2018-05-22,2018
134,Shreyas Iyer,52,31,167.74,4,3,RCB,M. Chinnaswamy Stadium,2018-04-21,2018
135,Sunil Narine,32,20,160.0,4,2,CSK,Eden Gardens,2018-05-03,2018
136,Kane Williamson,24,15,160.0,4,0,CSK,Wankhede Stadium,2018-05-22,2018
137,Parthiv Patel,20,13,153.84,4,0,SRH,Rajiv Gandhi Intl. Cricket Stadium,2018-05-07,2018
138,Dwayne Bravo,24,16,150.0,4,0,RR,Maharashtra Cricket Association's International Stadium,2018-04-20,2018
139,Brendon McCullum,37,25,148.0,4,2,MI,M. Chinnaswamy Stadium,2018-05-01,2018
140,Rishabh Pant,64,44,145.45,4,4,MI,Arun Jaitley Stadium,2018-05-20,2018
141,Shane Watson,36,25,144.0,4,2,KKR,Eden Gardens,2018-05-03,2018
142,Evin Lewis,60,42,142.85,4,4,RR,Wankhede Stadium,2018-05-13,2018
143,Shikhar Dhawan,34,24,141.66,4,1,KKR,Eden Gardens,2018-05-25,2018
144,Ishan Kishan,58,42,138.09,4,3,RR,Sawai Mansingh Stadium,2018-04-22,2018
145,Ishan Kishan,40,29,137.93,4,1,CSK,Wankhede Stadium,2018-04-07,2018
146,Chris Lynn,22,16,137.5,4,0,CSK,Chidambaram,2018-04-10,2018
147,Dinesh Karthik,52,38,136.84,4,2,RR,Eden Gardens,2018-05-23,2018
148,Quinton de Kock,26,19,136.84,4,0,RR,M. Chinnaswamy Stadium,2018-04-15,2018
149,Brendon McCullum,38,28,135.71,4,2,KKR,M. Chinnaswamy Stadium,2018-04-29,2018
150,Shreevats Goswami,35,26,134.61,4,1,KKR,Rajiv Gandhi Intl. Cricket Stadium,2018-05-19,2018
1,Jonny Bairstow,114,56,203.57,12,7,RCB,Rajiv Gandhi Intl. Cricket Stadium,2019-03-31,2019
2,Prithvi Shaw,99,55,180.0,12,3,KKR,Arun Jaitley Stadium,2019-03-30,2019
3,Ajinkya Rahane,105,63,166.66,11,3,DC,Sawai Mansingh Stadium,2019-04-22,2019
4,Shikhar Dhawan,97,63,153.96,11,2,KKR,Eden Gardens,2019-04-12,2019
5,David Warner,50,25,200.0,10,0,CSK,Rajiv Gandhi Intl. Cricket Stadium,2019-04-17,2019
6,Sanju Samson,102,55,185.45,10,4,SRH,Rajiv Gandhi Intl. Cricket Stadium,2019-03-29,2019
7,Faf du Plessis,96,55,174.54,10,4,PBKS,IS Bindra Stadium,2019-05-05,2019
8,Jos Buttler,69,43,160.46,10,2,PBKS,Sawai Mansingh Stadium,2019-03-25,2019
9,Chris Gayle,99,64,154.68,10,5,RCB,IS Bindra Stadium,2019-04-13,2019
10,Suryakumar Yadav,71,54,131.48,10,0,CSK,Chidambaram,2019-05-07,2019
11,David Warner,69,37,186.48,9,2,RR,Rajiv Gandhi Intl. Cricket Stadium,2019-03-29,2019
12,Nitish Rana,85,46,184.78,9,5,RCB,Eden Gardens,2019-04-19,2019
13,Shane Watson,96,53,181.13,9,6,SRH,Chidambaram,2019-04-23,2019
14,Virat Kohli,100,58,172.41,9,4,KKR,Eden Gardens,2019-04-19,2019
15,Jonny Bairstow,48,28,171.42,9,1,DC,Arun Jaitley Stadium,2019-04-04,2019
16,Virat Kohli,84,49,171.42,9,2,KKR,M. Chinnaswamy Stadium,2019-04-05,2019
17,Manish Pandey,61,36,169.44,9,0,RR,Sawai Mansingh Stadium,2019-04-27,2019
18,Parthiv Patel,67,41,163.41,9,1,RR,Sawai Mansingh Stadium,2019-04-02,2019
19,David Warner,85,53,160.37,9,3,KKR,Eden Gardens,2019-03-24,2019
20,Jos Buttler,89,43,206.97,8,7,MI,Wankhede Stadium,2019-04-13,2019
21,Shikhar Dhawan,54,27,200.0,8,2,RR,Sawai Mansingh Stadium,2019-04-22,2019
22,Chris Lynn,54,29,186.2,8,2,MI,Eden Gardens,2019-04-28,2019
23,Chris Gayle,79,47,168.08,8,4,RR,Sawai Mansingh Stadium,2019-03-25,2019
24,Suresh Raina,59,37,159.45,8,1,DC,Chidambaram,2019-05-01,2019
25,Steve Smith,50,32,156.25,8,0,DC,Sawai Mansingh Stadium,2019-04-22,2019
26,Manish Pandey,71,47,151.06,8,2,MI,Wankhede Stadium,2019-05-02,2019
27,Rohit Sharma,48,33,145.45,8,1,RCB,M. Chinnaswamy Stadium,2019-03-28,2019
