POS,Player,Ov,Runs,Wkts,SR,Against,Venue,Match Date,Year
112,Chetan Sakariya,4.0,36,3,8.0,CSK,Wankhede Stadium,2021-04-19,2021
113,Jasprit Bumrah,4.0,36,3,8.0,RCB,Dubai International Stadium,2021-09-26,2021
114,Rashid Khan,4.0,36,3,8.0,CSK,Arun Jaitley Stadium,2021-04-28,2021
115,Kagiso Rabada,4.0,36,3,8.0,PBKS,Narendra Modi Stadium,2021-05-02,2021
116,Pat Cummins,3.5,36,0,0.0,RR,Wankhede Stadium,2021-04-24,2021
117,Prasidh Krishna,3.3,36,0,0.0,DC,Narendra Modi Stadium,2021-04-29,2021
118,Shardul Thakur,3.0,36,0,0.0,DC,Dubai International Stadium,2021-10-10,2021
119,Chetan Sakariya,3.0,36,1,18.0,MI,Sharjah Cricket Stadium,2021-10-05,2021
120,Ravi Bishnoi,4.0,35,0,0.0,RCB,Sharjah Cricket Stadium,2021-10-03,2021
121,Nathan Coulter-Nile,4.0,35,0,0.0,RR,Arun Jaitley Stadium,2021-04-29,2021
122,Jaydev Unadkat,4.0,35,0,0.0,KKR,Sharjah Cricket Stadium,2021-10-07,2021
123,Shardul Thakur,4.0,35,0,0.0,PBKS,Wankhede Stadium,2021-04-16,2021
124,Chetan Sakariya,4.0,35,0,0.0,RCB,Wankhede Stadium,2021-04-22,2021
125,Avesh Khan,4.0,35,1,24.0,CSK,Dubai International Stadium,2021-10-04,2021
126,Sam Curran,4.0,35,1,24.0,RCB,Wankhede Stadium,2021-04-25,2021
127,Deepak Chahar,4.0,35,1,24.0,RCB,Sharjah Cricket Stadium,2021-09-24,2021
128,Prasidh Krishna,4.0,35,2,12.0,SRH,Chidambaram,2021-04-11,2021
129,Arshdeep Singh,4.0,35,2,12.0,CSK,Dubai International Stadium,2021-10-07,2021
130,Trent Boult,4.0,35,2,12.0,CSK,Dubai International Stadium,2021-09-19,2021
131,Lungi Ngidi,4.0,35,2,12.0,SRH,Arun Jaitley Stadium,2021-04-28,2021
132,Arshdeep Singh,4.0,35,3,8.0,RR,Wankhede Stadium,2021-04-12,2021
133,Tom Curran,3.4,35,0,0.0,RR,Wankhede Stadium,2021-04-15,2021
134,Riley Meredith,3.4,35,1,22.0,DC,Narendra Modi Stadium,2021-05-02,2021
135,Sandeep Sharma,3.0,35,0,0.0,KKR,Chidambaram,2021-04-11,2021
136,Shreyas Gopal,3.0,35,0,0.0,RCB,Wankhede Stadium,2021-04-22,2021
137,Adil Rashid,3.0,35,0,0.0,RR,Dubai International Stadium,2021-09-21,2021
138,Lalit Yadav,3.0,35,1,18.0,KKR,Sharjah Cricket Stadium,2021-09-28,2021
139,Riley Meredith,2.2,35,1,14.0,DC,Wankhede Stadium,2021-04-18,2021
140,Josh Hazlewood,4.0,34,0,0.0,RCB,Sharjah Cricket Stadium,2021-09-24,2021
141,Tabraiz Shamsi,4.0,34,0,0.0,DC,Zayed Cricket Stadium,2021-09-25,2021
142,Bhuvneshwar Kumar,4.0,34,0,0.0,CSK,Sharjah Cricket Stadium,2021-09-30,2021
143,Ishant Sharma,4.0,34,0,0.0,KKR,Narendra Modi Stadium,2021-04-29,2021
144,Varun Chakaravarthy,4.0,34,0,0.0,DC,Narendra Modi Stadium,2021-04-29,2021
145,Sunil Narine,4.0,34,1,24.0,PBKS,Dubai International Stadium,2021-10-01,2021
146,Yuzvendra Chahal,4.0,34,1,24.0,PBKS,Narendra Modi Stadium,2021-04-30,2021
147,Josh Hazlewood,4.0,34,1,24.0,MI,Dubai International Stadium,2021-09-19,2021
148,Bhuvneshwar Kumar,4.0,34,1,24.0,PBKS,Sharjah Cricket Stadium,2021-09-25,2021
149,Harshal Patel,4.0,34,1,24.0,DC,Dubai International Stadium,2021-10-08,2021
150,Sunil Narine,4.0,34,1,24.0,CSK,Wankhede Stadium,2021-04-21,2021
1,Josh Hazlewood,4.0,64,0,0.0,PBKS,Brabourne - CCI,2022-05-13,2022
2,Marco Jansen,4.0,63,0,0.0,GT,Wankhede Stadium,2022-04-27,2022
3,Avesh Khan,4.0,60,0,0.0,KKR,DY Patil Stadium,2022-05-18,2022
4,T Natarajan,4.0,60,0,0.0,MI,Wankhede Stadium,2022-05-17,2022
5,Mohammed Siraj,4.0,59,2,12.0,PBKS,DY Patil Stadium,2022-03-27,2022
6,Chris Jordan,3.5,58,0,0.0,GT,Maharashtra Cricket Association Stadium,2022-04-17,2022
7,Akash Deep,4.0,58,0,0.0,CSK,DY Patil Stadium,2022-04-12,2022
8,Daniel Sams,4.0,57,0,0.0,DC,Brabourne - CCI,2022-03-27,2022
9,Tim Southee,4.0,57,0,0.0,LSG,DY Patil Stadium,2022-05-18,2022
10,Tymal Mills,3.0,54,0,0.0,LSG,Brabourne - CCI,2022-04-16,2022
11,Dushmantha Chameera,4.0,54,0,0.0,RCB,Eden Gardens,2022-05-25,2022
12,Obed McCoy,3.0,52,1,18.0,DC,Wankhede Stadium,2022-04-22,2022
13,Umran Malik,4.0,52,0,0.0,DC,Brabourne - CCI,2022-05-05,2022
14,Mukesh Choudhary,4.0,52,1,24.0,PBKS,Brabourne - CCI,2022-04-03,2022
15,Odean Smith,4.0,52,0,0.0,RCB,DY Patil Stadium,2022-03-27,2022
16,Lockie Ferguson,4.0,52,0,0.0,SRH,Wankhede Stadium,2022-04-27,2022
17,Pat Cummins,4.0,51,0,0.0,DC,Brabourne - CCI,2022-04-10,2022
18,Kuldeep Sen,4.0,51,1,24.0,GT,DY Patil Stadium,2022-04-14,2022
19,Shivam Mavi,4.0,50,1,24.0,LSG,Maharashtra Cricket Association Stadium,2022-05-07,2022
20,Kagiso Rabada,4.0,50,1,24.0,RR,Wankhede Stadium,2022-05-07,2022
21,Jason Holder,4.0,50,2,12.0,RR,Wankhede Stadium,2022-04-10,2022
22,Dwaine Pretorius,4.0,50,0,0.0,PBKS,Wankhede Stadium,2022-04-25,2022
23,Nathan Coulter-Nile,3.0,48,0,0.0,SRH,Maharashtra Cricket Association Stadium,2022-03-29,2022
24,Jaydev Unadkat,4.0,48,2,12.0,CSK,DY Patil Stadium,2022-04-21,2022
25,Mustafizur Rahman,4.0,48,0,0.0,RCB,Wankhede Stadium,2022-04-16,2022
26,Umesh Yadav,4.0,48,1,24.0,DC,Brabourne - CCI,2022-04-10,2022
27,Trent Boult,4.0,48,0,0.0,KKR,Brabourne - CCI,2022-04-18,2022
28,Jasprit Bumrah,4.0,48,0,0.0,GT,Brabourne - CCI,2022-05-06,2022
29,Prasidh Krishna,4.0,48,1,24.0,PBKS,Wankhede Stadium,2022-05-07,2022
30,Hrithik Shokeen,3.0,47,2,9.0,RR,DY Patil Stadium,2022-04-30,2022
31,Washington Sundar,3.0,47,0,0.0,RR,Maharashtra Cricket Association Stadium,2022-03-29,2022
32,Fazalhaq Farooqi,4.0,47,0,0.0,RCB,Wankhede Stadium,2022-05-08,2022
33,Sean Abbott,4.0,47,1,24.0,DC,Brabourne - CCI,2022-05-05,2022
34,Harshal Patel,4.0,47,2,12.0,LSG,DY Patil Stadium,2022-04-19,2022
35,Ravi Bishnoi,4.0,47,0,0.0,RCB,DY Patil Stadium,2022-04-19,2022
36,Shardul Thakur,4.0,47,0,0.0,MI,Brabourne - CCI,2022-03-27,2022
37,Basil Thampi,4.0,47,2,12.0,PBKS,Maharashtra Cricket Association Stadium,2022-04-13,2022
38,Khaleel Ahmed,4.0,47,1,24.0,RR,Wankhede Stadium,2022-04-22,2022
39,Kieron Pollard,4.0,46,1,24.0,RR,DY Patil Stadium,2022-04-02,2022
40,Yash Dayal,4.0,46,1,24.0,RR,Eden Gardens,2022-05-24,2022
41,Fabian Allen,4.0,46,1,24.0,LSG,Brabourne - CCI,2022-04-16,2022
42,Kuldeep Yadav,4.0,46,1,24.0,RCB,Wankhede Stadium,2022-04-16,2022
43,Andre Russell,3.0,45,0,0.0,LSG,DY Patil Stadium,2022-05-18,2022
44,Varun Chakaravarthy,3.0,45,0,0.0,SRH,Brabourne - CCI,2022-04-15,2022
45,Rashid Khan,4.0,45,0,0.0,SRH,Wankhede Stadium,2022-04-27,2022
46,Varun Aaron,4.0,45,2,12.0,LSG,Wankhede Stadium,2022-03-28,2022
47,Yuzvendra Chahal,4.0,45,0,0.0,RCB,Narendra Modi Stadium,2022-05-27,2022
48,Rahul Chahar,4.0,44,0,0.0,MI,Maharashtra Cricket Association Stadium,2022-04-13,2022
49,Riley Meredith,4.0,44,1,24.0,SRH,Wankhede Stadium,2022-05-17,2022
50,Chetan Sakariya,4.0,44,0,0.0,LSG,Wankhede Stadium,2022-05-01,2022
51,Mohsin Khan,4.0,43,0,0.0,RR,Brabourne - CCI,2022-05-15,2022
52,Siddarth Kaul,4.0,43,0,0.0,GT,Wankhede Stadium,2022-05-19,2022
53,Vaibhav Arora,4.0,43,1,24.0,MI,Maharashtra Cricket Association Stadium,2022-04-13,2022
54,Sai Kishore,4.0,43,1,24.0,RR,Eden Gardens,2022-05-24,2022
55,Mohammad Shami,4.0,43,1,24.0,RR,Eden Gardens,2022-05-24,2022
56,Wanindu Hasaranga,4.0,42,1,24.0,LSG,Eden Gardens,2022-05-25,2022
57,Anrich Nortje,4.0,42,3,8.0,CSK,DY Patil Stadium,2022-05-08,2022
58,Dwayne Bravo,4.0,42,2,12.0,PBKS,Wankhede Stadium,2022-04-25,2022
59,Kartik Tyagi,4.0,42,1,24.0,RCB,Wankhede Stadium,2022-05-08,2022
60,Romario Shepherd,4.0,42,2,12.0,LSG,DY Patil Stadium,2022-04-04,2022
61,Alzarri Joseph,4.0,42,1,24.0,RCB,Brabourne - CCI,2022-04-30,2022
62,Lalit Yadav,4.0,41,0,0.0,RR,Wankhede Stadium,2022-04-22,2022
63,Sandeep Sharma,4.0,41,0,0.0,RR,Wankhede Stadium,2022-05-07,2022
64,Shahbaz Ahmed,4.0,40,1,24.0,PBKS,Brabourne - CCI,2022-05-13,2022
65,Andrew Tye,4.0,40,2,12.0,CSK,Brabourne - CCI,2022-03-31,2022
66,Ravichandran Ashwin,4.0,40,0,0.0,GT,Eden Gardens,2022-05-24,2022
67,Axar Patel,4.0,40,0,0.0,MI,Brabourne - CCI,2022-03-27,2022
68,Nathan Ellis,4.0,40,3,8.0,SRH,Wankhede Stadium,2022-05-22,2022
69,Tushar Deshpande,4.0,40,1,24.0,LSG,Brabourne - CCI,2022-03-31,2022
70,Rishi Dhawan,4.0,39,2,12.0,CSK,Wankhede Stadium,2022-04-25,2022
71,Krunal Pandya,4.0,39,1,24.0,RCB,Eden Gardens,2022-05-25,2022
72,Ravindra Jadeja,4.0,39,3,8.0,RCB,DY Patil Stadium,2022-04-12,2022
73,Harpreet Brar,3.0,38,0,0.0,RCB,DY Patil Stadium,2022-03-27,2022
74,Jagadeesha Suchith,4.0,38,1,24.0,PBKS,Wankhede Stadium,2022-05-22,2022
75,Darshan Nalkande,3.0,37,2,9.0,PBKS,Brabourne - CCI,2022-04-08,2022
76,Arshdeep Singh,4.0,37,3,8.0,DC,DY Patil Stadium,2022-05-16,2022
77,Hardik Pandya,4.0,37,0,0.0,LSG,Wankhede Stadium,2022-03-28,2022
78,Bhuvneshwar Kumar,4.0,37,2,12.0,GT,DY Patil Stadium,2022-04-11,2022
79,Mitchell Santner,3.0,36,1,18.0,SRH,Maharashtra Cricket Association Stadium,2022-05-01,2022
80,Navdeep Saini,3.0,36,1,18.0,RCB,Wankhede Stadium,2022-04-05,2022
81,Aiden Markram,3.0,36,0,0.0,CSK,Maharashtra Cricket Association Stadium,2022-05-01,2022
82,Mitchell Marsh,4.0,36,1,24.0,SRH,Brabourne - CCI,2022-05-05,2022
83,Murugan Ashwin,4.0,35,1,24.0,KKR,DY Patil Stadium,2022-05-09,2022
84,Maheesh Theekshana,4.0,35,1,24.0,MI,DY Patil Stadium,2022-04-21,2022
85,Shreyas Gopal,3.0,34,1,18.0,DC,Brabourne - CCI,2022-05-05,2022
86,Sunil Narine,4.0,34,1,24.0,SRH,Maharashtra Cricket Association Stadium,2022-05-14,2022
87,Kumar Kartikeya Singh,3.0,32,2,9.0,KKR,DY Patil Stadium,2022-05-09,2022
88,Mayank Markande,3.0,31,0,0.0,SRH,Wankhede Stadium,2022-05-17,2022
89,Deepak Hooda,3.0,31,1,18.0,GT,Wankhede Stadium,2022-03-28,2022
90,Krishnappa Gowtham,4.0,30,2,12.0,RR,Wankhede Stadium,2022-04-10,2022
91,Ramandeep Singh,2.0,29,2,6.0,DC,Wankhede Stadium,2022-05-21,2022
92,Kamlesh Nagarkoti,2.0,29,0,0.0,MI,Brabourne - CCI,2022-03-27,2022
93,James Neesham,3.0,29,0,0.0,GT,DY Patil Stadium,2022-04-14,2022
94,Glenn Maxwell,3.0,29,0,0.0,CSK,DY Patil Stadium,2022-04-12,2022
95,David Willey,4.0,29,1,24.0,RR,Wankhede Stadium,2022-04-05,2022
96,Matheesha Pathirana,3.4,28,0,0.0,RR,Brabourne - CCI,2022-05-20,2022
97,Anukul Roy,4.0,28,1,24.0,RR,Wankhede Stadium,2022-05-02,2022
98,Moeen Ali,4.0,28,2,12.0,RCB,Maharashtra Cricket Association Stadium,2022-05-04,2022
99,Harshit Rana,2.0,27,0,0.0,LSG,Maharashtra Cricket Association Stadium,2022-05-07,2022
100,Liam Livingstone,4.0,27,3,8.0,DC,DY Patil Stadium,2022-05-16,2022
